ticker,KVIL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-06-27,54.5455
2006-06-28,-29.4118
2006-07-14,68.3333
2006-07-28,18.8119
2006-08-14,-45.8333
2006-08-23,15.3846
2006-08-24,-20.0
2006-09-14,-15.0
2006-09-15,0.0
2006-10-16,0.0
2006-11-01,27.451
2006-11-07,0.0
2006-11-16,0.0
2006-12-08,15.3846
2006-12-12,0.0
2006-12-15,-32.0
2006-12-18,-31.3725
2006-12-20,28.5714
2007-01-11,66.6667
2007-01-12,0.0
2007-01-18,0.0
2007-01-19,-44.0
2007-01-24,19.0476
2007-01-25,50.0
2007-01-26,0.0
2007-01-29,0.0
2007-01-30,6.6667
2007-01-31,25.0
2007-02-01,1.0
2007-02-06,-25.7426
2007-02-20,33.3333
2007-02-26,0.0
2007-03-07,0.0
2007-04-12,0.0
2007-04-13,5.0
2007-04-16,-4.7619
2007-04-17,0.0
2007-04-19,15.0
2007-04-23,8.6957
2007-04-24,0.0
2007-04-25,0.0
2007-04-30,0.0
2007-05-18,0.0
2007-06-01,-12.0
2007-06-04,-9.0909
2007-06-13,0.0
2007-06-18,5.0
2007-06-25,14.2857
2007-06-26,4.1667
2007-07-25,20.0
2007-07-27,-6.6667
2007-08-01,7.1429
2007-08-07,16.6667
2007-08-17,71.4286
2007-09-07,-46.6667
2007-09-11,0.0
2007-09-13,-3.125
2007-10-08,-3.2258
2007-10-17,100.0
2007-10-24,3.3333
2007-10-29,-6.4516
2007-11-09,-31.0345
2007-11-16,-25.0
2007-11-26,-32.6667
2007-11-27,131.0231
2007-12-13,-57.0
2007-12-17,66.113
2007-12-24,0.0
2007-12-31,-20.0
2008-01-08,-24.75
2008-01-18,-0.3322
2008-03-26,-25.0
2008-05-19,133.3333
2008-06-05,-71.4286
2008-08-04,100.0
2008-08-06,25.0
2008-08-12,-6.6667
2008-09-09,-50.0
2008-09-15,68.5714
2008-09-22,-15.2542
2008-09-26,18.0
2008-10-03,0.0
2008-10-10,0.0
2008-10-15,-32.2034
2008-10-16,0.0
2008-10-20,0.0
2008-10-21,0.0
2008-10-23,0.0
2008-10-27,0.0
2008-11-03,0.0
2008-11-10,0.0
2008-11-11,0.0
2009-01-02,-74.0
2009-01-06,188.4615
2009-01-07,0.0
2009-01-08,-33.3333
2009-01-12,-45.0
2009-01-13,81.8182
2009-01-14,-25.0
2009-02-06,-26.6667
2009-02-17,36.3636
2009-03-03,-60.0
2009-03-04,236.6667
2009-03-05,-25.7426
2009-03-11,-6.6667
