ticker,SAVA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-07-14,82.2917
2000-07-17,-9.1429
2000-07-18,-5.0314
2000-07-19,16.8874
2000-07-20,-1.4163999999999999
2000-07-21,-2.2989
2000-07-24,-4.4118
2000-07-25,-0.7692
2000-07-26,-1.3953
2000-07-27,0.0
2000-07-28,-7.5472
2000-07-31,0.6803
2000-08-01,2.7027
2000-08-02,5.9211
2000-08-03,-0.6211
2000-08-04,4.9219
2000-08-07,-4.691
2000-08-08,-8.75
2000-08-09,5.4795
2000-08-10,-6.4935
2000-08-11,-4.8611
2000-08-14,-6.9343
2000-08-15,-2.3529
2000-08-16,-8.0321
2000-08-17,2.1834
2000-08-18,5.1282
2000-08-21,0.813
2000-08-22,1.2097
2000-08-23,-5.1793
2000-08-24,-4.6218
2000-08-25,7.489
2000-08-28,6.5574
2000-08-29,21.5385
2000-08-30,-2.5316
2000-08-31,0.0
2000-09-01,0.3247
2000-09-05,6.7961
2000-09-06,-0.9091
2000-09-07,12.5382
2000-09-08,-1.087
2000-09-11,-7.6923
2000-09-12,-5.9524
2000-09-13,-2.5316
2000-09-14,-3.2468
2000-09-15,0.0
2000-09-18,-2.6846
2000-09-19,-5.8621
2000-09-20,-4.7619
2000-09-21,6.1538
2000-09-22,0.7246
2000-09-25,4.3165
2000-09-26,-0.3448
2000-09-27,-1.0381
2000-09-28,1.3986
2000-09-29,9.3103
2000-10-02,-7.8864
2000-10-03,8.9041
2000-10-04,0.6289
2000-10-05,0.0
2000-10-06,-0.3125
2000-10-09,-2.1944
2000-10-10,-8.6538
2000-10-11,-5.9649
2000-10-12,-5.9701
2000-10-13,7.9365
2000-10-16,2.2059
2000-10-17,-3.9568
2000-10-18,-5.618
2000-10-19,7.9365
2000-10-20,2.2059
2000-10-23,5.036
2000-10-24,9.2466
2000-10-25,2.8213
2000-10-26,2.439
2000-10-27,6.8452
2000-10-30,-1.9499
2000-10-31,-2.5568
2000-11-01,-10.7872
2000-11-02,-1.9607999999999999
2000-11-03,0.6667
2000-11-06,-0.6623
2000-11-07,-1.3333
2000-11-08,9.4595
2000-11-09,4.0123
2000-11-10,5.638
2000-11-13,-1.1236
2000-11-14,2.8409
2000-11-15,-2.7624
2000-11-16,-2.2727
2000-11-17,0.5814
2000-11-20,-3.4682
2000-11-21,-3.5928
2000-11-22,0.0
2000-11-24,-0.9317
2000-11-27,-2.8213
2000-11-28,-3.2258
2000-11-29,-6.3333
2000-11-30,-8.8968
2000-12-01,3.125
