ticker,GETH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-01-15,141.9355
2010-01-19,16.6667
2010-01-21,14.2857
2010-01-26,13.75
2010-02-08,20.8791
2010-02-09,-27.2727
2010-02-10,6.25
2010-02-11,14.1176
2010-02-12,3.0928
2010-02-17,-10.0
2010-02-19,5.5556
2010-02-23,0.0
2010-03-08,7.3684
2010-03-10,2.9412000000000003
2010-03-11,9.5238
2010-03-12,163.4783
2010-03-15,-30.6931
2010-03-16,35.7143
2010-03-17,0.0
2010-03-18,-33.6842
2010-03-19,50.7937
2010-03-23,-5.2632
2010-04-01,-16.6667
2010-04-05,5.3333
2010-04-07,20.2532
2010-04-08,0.0
2010-04-12,6.3158
2010-04-16,28.7129
2010-04-19,-22.3077
2010-04-20,-1.9802
2010-04-23,1.0101
2010-04-28,-5.0
2010-04-29,5.2632
2010-05-07,-10.0
2010-05-12,8.8889
2010-05-14,2.0408
2010-05-17,-30.0
2010-05-18,44.2857
2010-05-19,-3.9604
2010-05-20,-22.6804
2010-05-27,18.6667
2010-05-28,5.618
2010-06-01,5.3191
2010-06-04,0.0
2010-06-07,1.0101
2010-06-14,0.0
2010-06-23,0.0
2010-06-24,25.0
2010-06-28,20.0
2010-06-29,0.0
2010-06-30,-33.3333
2010-07-01,1.0
2010-07-02,0.0
2010-07-06,0.0
2010-07-13,0.0
2010-07-16,0.0
2010-07-19,0.0
2010-07-20,0.0
2010-07-21,0.0
2010-07-22,-24.7525
2010-07-23,31.5789
2010-07-26,0.0
2010-07-28,-40.0
2010-07-29,66.6667
2010-08-02,1.0
2010-08-04,-30.6931
2010-08-05,0.0
2010-08-06,7.1429
2010-08-09,-13.3333
2010-08-10,52.3077
2010-08-11,0.0
2010-08-12,0.0
2010-08-13,-29.2929
2010-08-16,78.5714
2010-08-17,-12.0
2010-08-20,-10.0
2010-08-23,0.0
2010-08-26,-24.2424
2010-08-27,0.0
2010-08-30,0.0
2010-08-31,0.0
2010-09-01,-6.6667
2010-09-02,0.0
2010-09-03,0.0
2010-09-07,-7.1429
2010-09-08,0.0
2010-09-09,0.0
2010-09-10,0.0
2010-09-13,0.0
2010-09-15,0.0
2010-09-16,0.0
2010-09-20,15.3846
2010-09-21,-6.6667
2010-09-23,7.1429
2010-09-24,12.0
2010-09-29,-2.3810000000000002
2010-09-30,-8.5366
2010-10-06,8.0
2010-10-07,3.7037
2010-10-13,-22.619
2010-10-14,15.3846
2010-10-20,0.0
2010-10-21,-20.0
2010-10-22,23.3333
