ticker,FUEG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-08-04,0.0
2011-08-08,-16.6667
2011-08-19,20.0
2011-09-07,3.3333
2011-09-08,12.9032
2011-09-09,0.0
2011-09-13,8.5714
2011-09-14,-7.8947
2011-09-15,8.5714
2011-09-21,7.8947
2011-09-22,-2.439
2011-09-23,-12.5
2011-09-26,2.8571
2011-09-27,22.2222
2011-09-29,-9.0909
2011-10-03,0.0
2011-10-04,0.0
2011-10-05,0.0
2011-10-06,0.0
2011-10-07,0.0
2011-10-10,0.0
2011-10-11,0.0
2011-10-12,0.0
2011-10-13,0.0
2011-10-14,-30.0
2011-10-17,53.5714
2011-10-18,-2.3256
2011-10-19,-4.7619
2011-10-20,-23.25
2011-10-21,-2.2801
2011-10-24,6.6667
2011-10-25,-6.25
2011-10-26,-6.6667
2011-10-27,7.1429
2011-10-28,0.0
2011-10-31,0.0
2011-11-01,-20.0
2011-11-02,16.6667
2011-11-03,-5.3571
2011-11-04,-9.434
2011-11-07,6.25
2011-11-08,-1.5686
2011-11-09,-5.5777
2011-11-10,-11.8143
2011-11-11,-13.8756
2011-11-14,13.8889
2011-11-15,-16.5854
2011-11-16,0.5848
2011-11-17,-1.1628
2011-11-18,-5.2941
2011-11-21,11.1025
2011-11-22,-10.5521
2011-11-23,6.25
2011-11-28,-12.3529
2011-11-29,31.5436
2011-11-30,-9.1837
2011-12-01,1.1236
2011-12-02,-22.2222
2011-12-05,-21.4286
2011-12-06,26.3636
2011-12-07,7.9137
2011-12-08,-6.6667
2011-12-09,0.0
2011-12-12,-14.2857
2011-12-13,8.3333
2011-12-14,-7.6923
2011-12-15,0.0
2011-12-16,-16.6667
2011-12-19,30.0
2011-12-20,30.7692
2011-12-21,0.0
2011-12-22,17.647100000000002
2011-12-23,0.0
2011-12-27,-15.0
2011-12-28,-11.7647
2011-12-29,0.0
2011-12-30,0.0
2012-01-04,0.0
2012-01-05,0.0
2012-01-06,0.0
2012-01-09,0.0
2012-01-10,13.3333
2012-01-11,-5.8824
2012-01-12,-12.5
2012-01-17,35.7143
2012-01-18,0.0
2012-01-19,-10.526299999999999
2012-01-24,29.4118
2012-01-25,0.0
2012-01-26,4.5455
2012-01-27,-21.7391
2012-01-30,38.8889
2012-01-31,-20.0
2012-02-02,-20.0
2012-02-03,12.5
2012-02-06,11.1111
2012-02-07,5.0
2012-02-08,9.5238
2012-02-09,-8.6957
2012-02-10,-4.7619
2012-02-13,10.0
2012-02-14,-36.3636
