ticker,SGMNF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-10-04,22.2222
2000-10-23,0.0
2000-11-20,-4.5455
2000-12-29,-42.8571
2001-01-01,0.0
2001-08-09,0.0
2001-11-20,-40.3125
2002-01-25,11.6928
2003-12-23,487.5
2004-09-15,-21.2766
2004-09-27,50.6419
2004-09-28,-18.1879
2004-11-10,0.8772
2004-11-17,0.0
2004-11-18,13.0435
2004-11-19,5.7692
2004-12-08,-21.8182
2005-02-22,-12.5581
2005-03-09,27.6596
2005-03-21,-2.0833
2005-04-07,0.0
2005-06-16,-26.383
2005-07-06,4.0462
2005-09-09,-2.7778
2005-09-12,-2.8571
2005-10-11,-38.2353
2005-10-18,61.9048
2005-10-19,-23.5294
2005-10-25,46.1538
2005-10-26,-1.0526
2005-10-28,-4.2553
2005-11-17,16.6667
2005-11-21,-30.9524
2005-12-07,17.2414
2005-12-14,17.647100000000002
2005-12-20,-34.3438
2005-12-28,37.0776
2006-01-10,-12.2222
2006-02-02,15.5063
2006-02-08,9.589
2006-03-13,7.5
2006-03-28,-7.3547
2006-04-07,0.4079
2006-04-17,43.5
2006-04-19,8.4059
2006-04-20,5.7453
2006-04-28,-1.4628
2006-05-02,-13.2254
2006-05-08,0.5999
2006-05-10,21.9081
2006-05-11,-0.3261
2006-05-15,1.7812000000000001
2006-05-19,-5.7143
2006-06-01,3.1439
2006-06-15,-4.0764
2006-06-30,-8.1164
2006-07-06,11.2708
2006-07-07,-0.543
2006-07-12,-0.6024
2006-07-14,7.3674
2006-07-17,-0.5998
2006-07-31,-0.8696
2006-08-08,-14.2141
2006-08-10,-19.8664
2006-08-25,12.5
2006-08-28,1.8519
2006-09-01,110.9091
2006-09-05,-12.931000000000001
2006-09-06,-3.9604
2006-09-07,-4.7423
2006-09-08,-2.5974
2006-09-11,-6.0
2006-09-12,0.4728
2006-09-13,10.1912
2006-09-14,-2.5624000000000002
2006-09-18,-13.6146
2006-09-20,-11.511
2006-09-21,-16.8608
2006-09-22,5.1724
2006-09-25,-9.1189
2006-09-27,11.9504
2006-09-29,1.1883
2006-10-03,-8.2803
2006-10-04,-2.7778
2006-10-11,-12.5
2006-10-18,26.5306
2006-10-19,1.6129
2006-10-20,-11.1111
2006-10-24,4.1071
2006-10-25,4.6312
2006-10-27,-6.5574
2006-10-30,1.7544
2006-10-31,13.7931
2006-11-01,0.0
2006-11-02,0.0
2006-11-06,5.1515
2006-11-07,-1.4409
2006-11-08,0.7675
2006-11-15,-12.9489
