ticker,APRU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-11-28,150.0
2007-11-29,0.0
2007-11-30,-50.0
2007-12-03,-20.0
2007-12-04,66.6667
2007-12-05,25.0
2007-12-06,-12.0
2007-12-07,-18.1818
2007-12-10,38.8889
2007-12-11,-40.0
2007-12-13,-6.6667
2007-12-17,-28.5714
2007-12-18,0.0
2007-12-19,40.0
2007-12-20,-28.5714
2007-12-21,-20.0
2007-12-24,-25.0
2007-12-26,100.0
2007-12-27,-25.0
2007-12-31,22.2222
2008-01-02,0.0
2008-01-08,9.0909
2008-01-09,0.0
2008-01-10,-8.3333
2008-01-11,-18.1818
2008-01-14,11.1111
2008-01-15,-20.0
2008-01-16,0.0
2008-01-17,0.0
2008-01-18,-25.0
2008-01-22,0.0
2008-01-23,0.0
2008-01-24,0.0
2008-01-28,50.0
2008-01-29,0.0
2008-01-30,11.1111
2008-01-31,-40.0
2008-02-04,16.6667
2008-02-05,0.0
2008-02-06,0.0
2008-02-11,-14.2857
2008-02-12,0.0
2008-02-13,0.0
2008-02-14,-16.6667
2008-02-19,0.0
2008-02-20,0.0
2008-02-21,20.0
2008-02-26,-16.6667
2008-02-29,0.0
2008-03-03,60.0
2008-03-04,0.0
2008-03-07,0.0
2008-03-13,-37.5
2008-03-14,0.0
2008-03-17,20.0
2008-03-18,0.0
2008-03-19,0.0
2008-03-20,0.0
2008-03-27,33.3333
2008-03-28,0.0
2008-04-04,-62.5
2008-04-07,166.6667
2008-04-08,0.0
2008-04-10,-6.25
2008-04-11,-46.6667
2008-04-15,0.0
2008-05-02,102.5
2008-05-07,-44.4444
2008-05-08,0.0
2008-05-09,66.6667
2008-05-15,6.6667
2008-05-19,-43.75
2008-05-28,0.0
2008-05-30,33.3333
2008-06-03,-8.3333
2008-06-05,-63.6364
2008-06-06,200.0
2008-06-09,0.0
2008-06-10,-33.3333
2008-06-11,50.0
2008-06-12,-33.3333
2008-06-16,62.5
2008-06-18,-38.4615
2008-06-19,0.0
2008-06-20,0.0
2008-06-27,-50.0
2008-07-22,310.0
2008-07-23,-63.4146
2008-08-06,116.6667
2008-08-08,7.6923
2008-08-11,-71.4286
2008-08-13,225.0
2008-08-14,7.6923
2008-08-18,-14.2857
2008-08-20,16.6667
2008-08-21,17.1429
2008-08-22,-14.6341
2008-08-27,0.0
2008-09-03,-71.4286
2008-09-05,250.0
2008-09-08,0.0
2008-09-10,0.0
2008-09-18,-57.1429
2008-09-19,100.0
2008-09-22,16.6667
