ticker,TRN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.2967
2000-01-04,-2.9545
2000-01-05,1.8735
2000-01-06,1.3793
2000-01-07,-0.4535
2000-01-10,-0.9112
2000-01-11,-0.9195
2000-01-12,-0.7239
2000-01-13,-0.7059
2000-01-14,-2.3697
2000-01-18,-0.4854
2000-01-19,-0.9756
2000-01-20,-0.9852
2000-01-21,-3.4826
2000-01-24,0.2577
2000-01-25,-2.0566
2000-01-26,0.7874
2000-01-27,-0.7812
2000-01-28,-1.3123
2000-01-31,-0.5319
2000-02-01,0.2674
2000-02-02,-0.2667
2000-02-03,-2.6738
2000-02-04,-0.2747
2000-02-07,1.9284
2000-02-08,-2.7027
2000-02-09,-2.2222
2000-02-10,0.5682
2000-02-11,-1.1299
2000-02-14,-0.2857
2000-02-15,1.7191999999999998
2000-02-16,1.1268
2000-02-17,-1.9499
2000-02-18,-1.7045
2000-02-22,3.4682
2000-02-23,-0.5587
2000-02-24,-3.3708
2000-02-25,0.2907
2000-02-28,0.8696
2000-02-29,1.7241
2000-03-01,-1.4123999999999999
2000-03-02,-2.5788
2000-03-03,2.3529
2000-03-06,-3.1609
2000-03-07,-1.1869
2000-03-08,0.6006
2000-03-09,-0.597
2000-03-10,-4.5045
2000-03-13,1.8868
2000-03-14,-1.8519
2000-03-15,1.8868
2000-03-16,10.4938
2000-03-17,-0.5587
2000-03-20,0.5618
2000-03-21,1.6760000000000002
2000-03-22,1.0989
2000-03-23,0.5435
2000-03-24,-0.8108
2000-03-27,-1.9074
2000-03-28,-5.8333
2000-03-29,1.1799
2000-03-30,2.0408
2000-03-31,8.2857
2000-04-03,-4.4855
2000-04-04,1.3812
2000-04-05,0.545
2000-04-06,-1.626
2000-04-07,-1.6529
2000-04-10,0.2801
2000-04-11,3.352
2000-04-12,0.2378
2000-04-13,0.2717
2000-04-14,-4.065
2000-04-17,0.565
2000-04-18,2.2472
2000-04-19,-2.7473
2000-04-20,-0.2825
2000-04-24,-1.4163999999999999
2000-04-25,5.1724
2000-04-26,-4.918
2000-04-27,2.8736
2000-04-28,-0.5587
2000-05-01,-0.2809
2000-05-02,-2.2535
2000-05-03,-0.5764
2000-05-04,2.029
2000-05-05,0.8523
2000-05-08,1.1268
2000-05-09,-1.1142
2000-05-10,-1.1268
2000-05-11,2.5641
2000-05-12,-0.8333
2000-05-15,2.2409
2000-05-16,3.2877
2000-05-17,-1.061
2000-05-18,0.0
2000-05-19,-1.0724
2000-05-22,-1.355
