ticker,WBSI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-13,41.8182
2008-10-15,-29.4872
2008-10-20,1.8182
2008-10-24,-10.7143
2008-10-29,6.0
2008-10-31,41.5094
2008-12-11,-20.0
2008-12-16,8.3333
2009-02-03,20.0
2009-02-11,29.4872
2009-03-06,58.4158
2009-03-09,0.0
2009-03-12,0.0
2009-04-20,0.0
2009-06-29,-93.75
2009-07-06,410.0
2009-07-07,22.549
2009-07-08,66.4
2009-07-14,-27.8846
2009-07-24,33.3333
2009-07-28,0.0
2009-08-19,0.0
2009-09-11,0.0
2010-01-11,-10.0
2010-01-28,38.8889
2010-02-04,20.0
2010-02-08,16.6667
2010-02-09,8.0
2010-02-17,0.5291
2010-04-16,0.0
2010-04-21,2.6316
2010-04-23,-13.3333
2010-04-26,0.5917
2010-04-28,14.7059
2010-04-30,0.0
2010-05-10,0.0
2010-05-19,0.0
2010-06-23,-7.6923
2010-07-20,-5.5556
2010-07-21,-5.8824
2010-07-26,25.0
2010-07-27,-15.0
2010-07-28,4.1176
2010-07-29,-10.1695
2010-07-30,-10.0629
2010-08-02,-23.0769
2010-08-03,48.1818
2010-08-04,-26.3804
2010-08-05,0.0
2010-08-06,-4.1667
2010-08-09,-17.3913
2010-08-10,2.1053
2010-08-11,-11.3402
2010-08-12,5.814
2010-08-13,-3.2967
2010-08-16,-37.5
2010-08-17,0.0
2010-08-18,27.2727
2010-08-19,7.1429
2010-08-20,-13.3333
2010-08-23,0.0
2010-08-24,-11.538499999999999
2010-08-25,-13.0435
2010-08-26,-20.0
2010-08-27,7.5
2010-08-30,-9.3023
2010-08-31,-10.2564
2010-09-01,11.4286
2010-09-02,-10.2564
2010-09-03,11.392900000000001
2010-09-07,-3.8153
2010-09-08,-10.6667
2010-09-09,0.0
2010-09-10,0.0
2010-09-13,7.4627
2010-09-14,8.2986
2010-09-15,-2.5329
2010-09-16,-5.2632
2010-09-17,0.0
2010-09-20,-5.5556
2010-09-21,2.9412000000000003
2010-09-24,0.0
2010-09-27,0.0
2010-09-28,2.8571
2010-09-29,8.3333
2010-09-30,-2.5641
2010-10-01,-7.8947
2010-10-05,11.4286
2010-10-06,0.0
2010-10-07,-10.2564
2010-10-08,0.0
2010-10-11,0.0
2010-10-12,0.0
2010-10-13,0.0
2010-10-14,0.0
2010-10-15,0.0
2010-10-18,-4.2857
2010-10-19,0.0
2010-10-20,0.0
2010-10-21,16.4179
2010-10-22,-10.2564
2010-10-25,-2.8571
