ticker,SMAS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-25,0.0
2000-02-11,0.0
2000-04-03,0.0
2000-04-10,100.0
2000-04-28,-75.0
2000-05-25,0.0
2000-06-14,0.0
2000-06-19,0.0
2000-06-30,0.0
2000-07-06,0.0
2000-07-13,0.0
2000-07-21,0.0
2000-07-26,0.0
2000-08-08,0.0
2000-08-18,0.0
2000-08-23,0.0
2000-08-30,0.0
2000-09-07,0.0
2000-10-05,0.0
2000-10-06,0.0
2000-10-10,0.0
2000-10-17,0.0
2000-10-20,0.0
2000-10-27,0.0
2000-10-30,0.0
2000-10-31,0.0
2000-11-06,0.0
2000-11-22,0.0
2000-11-27,0.0
2000-11-28,0.0
2000-11-29,0.0
2000-11-30,0.0
2000-12-12,0.0
2000-12-18,0.0
2000-12-21,0.0
2000-12-27,0.0
2000-12-28,0.0
2000-12-29,0.0
2001-01-02,0.0
2001-01-09,0.0
2001-02-15,0.0
2001-02-21,0.0
2001-03-12,0.0
2001-04-12,0.0
2001-04-17,0.0
2001-04-27,0.0
2001-05-03,100.0
2001-05-08,-50.0
2001-05-25,0.0
2001-06-28,0.0
2001-07-17,0.0
2001-08-01,0.0
2001-08-08,0.0
2001-08-15,0.0
2001-08-16,0.0
2001-08-17,0.0
2001-08-22,0.0
2001-09-10,0.0
2001-10-30,0.0
2001-11-05,0.0
2001-11-23,0.0
2001-12-03,0.0
2001-12-10,-50.0
2001-12-14,0.0
2001-12-17,0.0
2001-12-20,0.0
2001-12-26,0.0
2001-12-31,0.0
2002-01-18,0.0
2002-02-19,0.0
2002-02-28,0.0
2002-03-13,0.0
2002-03-19,0.0
2002-04-30,0.0
2002-05-08,0.0
2002-06-12,0.0
2002-06-21,0.0
2002-07-08,0.0
2002-08-05,0.0
2002-08-06,0.0
2002-09-12,0.0
2002-09-16,0.0
2002-09-20,0.0
2002-10-15,0.0
2002-10-22,0.0
2002-11-13,0.0
2002-11-19,0.0
2002-11-20,0.0
2002-12-03,0.0
2002-12-06,0.0
2002-12-09,0.0
2002-12-10,0.0
2002-12-12,0.0
2002-12-27,0.0
2002-12-30,0.0
2002-12-31,0.0
2003-01-16,0.0
2003-01-22,0.0
2003-02-10,0.0
2003-03-04,0.0
2003-03-19,0.0
2003-04-01,0.0
2003-05-14,-80.0
2003-06-03,0.0
2003-06-16,0.0
2003-07-10,0.0
2003-07-25,0.0
2003-07-31,0.0
2003-08-07,0.0
2003-09-18,0.0
2003-10-14,0.0
2003-10-20,0.0
