ticker,HALN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-11,900.0
2000-01-12,100.0
2000-02-24,-50.0
2000-04-20,-90.0
2000-05-18,900.0
2000-06-09,-90.0
2000-06-28,900.0
2000-06-29,-90.0
2000-07-12,0.0
2000-08-31,0.0
2000-09-08,900.0
2000-09-13,-90.0
2000-09-14,6900.0
2000-09-15,-85.7143
2000-10-24,590.0
2000-10-25,-27.5362
2000-11-01,-98.0
2000-11-08,0.0
2000-12-06,0.0
2000-12-11,0.0
2000-12-12,0.0
2000-12-13,0.0
2000-12-18,0.0
2000-12-19,900.0
2000-12-21,-90.0
2000-12-26,0.0
2000-12-27,700.0
2000-12-29,-87.5
2001-01-04,0.0
2001-01-19,0.0
2001-01-23,200.0
2001-01-31,-66.6667
2001-02-06,0.0
2001-02-08,0.0
2001-03-07,0.0
2001-04-10,0.0
2001-04-11,200.0
2001-05-16,-66.6667
2001-05-30,0.0
2001-05-31,0.0
2001-07-19,200.0
2001-07-26,-66.6667
2001-08-10,200.0
2001-08-14,-66.6667
2001-09-05,200.0
2001-09-10,0.0
2001-11-20,-95.8333
2001-12-03,700.0
2001-12-12,0.0
2001-12-13,0.0
2001-12-17,0.0
2001-12-18,0.0
2001-12-19,1900.0
2001-12-20,-95.0
2001-12-27,0.0
2001-12-28,0.0
2001-12-31,0.0
2002-01-04,-87.5
2002-02-25,700.0
2002-03-05,0.0
2002-03-18,0.0
2002-03-22,0.0
2002-04-01,0.0
2002-04-15,0.0
2002-05-22,0.0
2002-06-19,0.0
2002-07-09,0.0
2002-07-18,0.0
2002-08-14,0.0
2002-08-30,-87.5
2002-09-11,700.0
2002-10-03,0.0
2002-10-17,-87.5
2002-11-04,0.0
2002-11-12,0.0
2002-12-10,0.0
2002-12-18,0.0
2002-12-19,0.0
2003-01-16,0.0
2003-01-28,0.0
2003-02-18,0.0
2003-02-20,0.0
2003-03-24,39900.0
2003-05-19,-99.75
2003-05-20,0.0
2003-06-10,0.0
2003-07-01,0.0
2003-08-11,0.0
2003-08-13,0.0
2003-08-26,0.0
2003-09-04,0.0
2003-09-08,0.0
2003-10-03,0.0
2003-12-30,0.0
2003-12-31,0.0
2004-01-02,0.0
2004-01-05,0.0
2004-01-28,0.0
2004-02-24,0.0
2004-04-22,0.0
2004-05-17,0.0
2004-05-24,700.0
2004-05-28,-87.5
2004-06-07,0.0
2004-06-22,0.0
2004-07-02,0.0
2004-07-08,31900.0
2004-07-15,0.0
2004-07-21,0.0
