ticker,NBRI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-10-13,40.0
2004-10-14,0.0
2004-10-15,0.0
2004-10-18,-14.2857
2004-10-20,16.6667
2004-10-21,-28.5714
2004-10-22,4.0
2004-10-25,0.0
2004-10-26,3.8462
2004-10-27,7.4074
2004-10-28,0.0
2004-10-29,-10.3448
2004-11-01,15.3846
2004-11-02,7.3333
2004-11-03,1.2422
2004-11-04,18.4049
2004-11-05,8.8083
2004-11-08,-2.3810000000000002
2004-11-09,-5.8537
2004-11-10,13.9896
2004-11-11,-9.0909
2004-11-12,6.0
2004-11-15,-2.8302
2004-11-16,-0.4854
2004-11-17,2.439
2004-11-18,-3.3333
2004-11-19,20.6897
2004-11-22,2.0408
2004-11-23,-4.0
2004-11-24,2.0833
2004-11-26,0.0
2004-11-29,2.0408
2004-11-30,0.0
2004-12-01,0.0
2004-12-02,-1.2
2004-12-03,1.6194
2004-12-06,-2.3904
2004-12-07,-2.449
2004-12-08,4.6025
2004-12-09,-4.8
2004-12-10,-0.8403
2004-12-13,-0.8475
2004-12-14,4.7009
2004-12-15,0.0
2004-12-16,3.2653
2004-12-17,-0.3953
2004-12-20,-1.5873
2004-12-21,-1.2097
2004-12-22,1.6327
2004-12-23,1.2048
2004-12-27,-1.9841
2004-12-28,-2.4291
2004-12-29,-0.4149
2004-12-30,0.0
2004-12-31,2.0833
2005-01-03,-0.4082
2005-01-04,6.1475
2005-01-05,-3.4749
2005-01-06,6.0
2005-01-07,-1.8868
2005-01-10,-1.9231
2005-01-11,0.0
2005-01-12,-1.1764999999999999
2005-01-13,0.7937
2005-01-14,-3.5433
2005-01-18,-0.8163
2005-01-19,0.0
2005-01-20,-3.2922000000000002
2005-01-21,2.1277
2005-01-24,0.0
2005-01-25,3.3333
2005-01-26,-2.4194
2005-01-27,0.8264
2005-01-28,0.4098
2005-01-31,-3.2653
2005-02-01,-1.6878
2005-02-02,2.1459
2005-02-03,-3.3613
2005-02-04,4.3478
2005-02-07,0.0
2005-02-08,-4.1667
2005-02-09,2.1739
2005-02-10,2.9787
2005-02-11,-1.2397
2005-02-14,2.5105
2005-02-15,-3.6734999999999998
2005-02-16,-6.7797
2005-02-17,-6.8182
2005-02-18,1.4634
2005-02-22,-7.6923
2005-02-23,23.9583
2005-02-24,-7.563
2005-02-25,1.8182
2005-02-28,-5.3571
2005-03-01,1.8868
2005-03-02,-1.8519
2005-03-03,-3.7736
2005-03-04,1.9607999999999999
2005-03-07,-3.8462
