ticker,TPRP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-10,-2.1944
2000-01-12,0.0
2000-01-18,-0.641
2000-01-31,0.6452
2000-02-15,-1.2821
2000-02-16,-1.9481000000000002
2000-02-23,0.0
2000-03-09,3.9735
2000-06-19,-5.0955
2000-06-20,5.3690999999999995
2000-06-26,-5.0955
2000-09-06,5.3690999999999995
2000-09-14,1.2739
2000-11-03,0.0
2001-01-16,-1.8868
2001-05-23,2.5641
2001-10-17,-5.0
2001-10-18,1.3158
2001-10-22,7.1429
2002-02-27,6.0606
2002-04-05,1.1429
2002-05-23,-1.1299
2003-01-13,0.0
2003-01-17,-1.3429
2003-01-28,0.0
2003-02-03,-0.2317
2003-04-04,-1.016
2003-06-13,2.0528
2003-06-24,0.0
2003-07-09,2.8736
2003-07-10,1.1173
2003-07-11,-0.1381
2003-07-14,-0.9682
2003-07-15,0.419
2003-07-18,-0.4172
2003-07-29,0.0
2003-08-01,0.419
2003-08-19,-0.4172
2003-08-27,-0.5587
2003-09-09,-1.1236
2003-09-11,0.0
2003-10-22,-0.5682
2003-10-23,-1.1429
2003-10-29,0.0
2003-11-18,-2.8902
2003-12-01,3.5714
2003-12-05,0.5747
2003-12-09,0.0
2003-12-19,0.0
2003-12-23,-1.1429
2003-12-24,1.1561
2004-02-12,6.0
2004-03-11,0.8086
2004-03-12,1.0695000000000001
2004-03-17,2.1164
2004-04-02,-7.2539
2004-04-06,2.7933
2004-04-16,0.0
2004-04-27,0.0
2004-04-28,0.0
2004-04-29,0.5435
2004-05-12,1.8919000000000001
2004-05-21,19.3634
2004-05-24,0.0
2004-05-25,0.0
2004-06-02,0.0
2004-07-09,0.0
2004-07-15,0.0
2004-07-19,0.0
2004-08-10,-0.4444
2004-08-12,0.4464
2004-09-23,-11.1111
2004-09-28,12.5
2004-10-07,0.0
2004-10-11,0.0
2004-10-25,-8.8889
2004-11-01,9.7561
2004-11-05,-2.2222
2004-11-09,2.2727
2004-11-15,0.0
2004-11-16,0.0
2004-11-17,0.0
2004-11-23,0.0
2004-12-01,0.0
2005-01-26,6.6667
2005-01-31,0.0
2005-02-24,0.0
2005-03-09,14.5833
2005-03-10,0.0
2005-04-04,0.0
2005-04-05,0.0
2005-04-08,2.1818
2005-04-11,-2.1352
2005-04-28,0.0
2005-05-03,3.6364
2005-05-06,-3.5088
2005-05-10,1.8182
2005-05-11,1.7856999999999998
2005-05-12,0.0
2005-05-17,0.0
2005-05-23,0.0
2005-07-27,0.3509
