ticker,CPKF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-11,-10.303
2000-01-12,0.0
2000-01-14,10.8108
2000-01-18,-2.439
2000-01-19,0.0
2000-01-20,2.5
2000-02-01,0.0
2000-02-09,-12.1951
2000-02-14,13.8889
2000-02-22,0.0
2000-02-24,-2.439
2000-02-29,2.9633000000000003
2000-03-03,-8.5366
2000-03-16,1.3333
2000-03-28,7.8947
2000-03-29,2.439
2000-04-03,-14.2857
2000-04-12,2.7778
2000-04-14,-5.4054
2000-04-18,2.8571
2000-05-08,0.0
2000-05-16,0.0
2000-06-06,0.5587
2000-06-12,0.0
2000-06-13,-2.0833
2000-06-22,-2.1277
2000-07-07,1.4493
2000-08-03,-8.5714
2000-08-21,0.0
2000-08-28,3.125
2000-08-30,-0.9091
2000-08-31,-8.461500000000001
2000-09-14,4.2017
2000-09-21,-4.8387
2000-09-28,-4.2373
2000-09-29,4.4248
2000-10-03,-1.6949
2000-10-04,-0.8621
2000-10-06,1.7391
2000-10-10,-3.4188
2000-11-13,4.4248
2000-11-14,0.0
2000-11-16,0.0
2000-11-21,6.7797
2000-12-01,-2.4936
2000-12-06,-8.1967
2000-12-12,0.0
2000-12-18,0.0
2000-12-19,0.0
2000-12-26,-1.7856999999999998
2000-12-29,1.8182
2001-01-11,2.2321
2001-01-19,-5.6769
2001-01-22,1.8519
2001-01-26,7.7273
2001-01-29,4.6414
2001-02-02,-8.0645
2001-02-07,0.0
2001-02-08,5.2632
2001-02-12,-0.3333
2001-02-13,0.3344
2001-02-14,-1.6667
2001-02-15,1.6949
2001-02-16,3.3333
2001-03-19,0.7147
2001-03-20,0.0
2001-03-23,-4.8387
2001-03-28,4.2373
2001-04-04,0.813
2001-04-18,0.0
2001-04-20,0.0
2001-04-26,0.0
2001-05-02,0.0
2001-05-17,6.4516
2001-05-29,6.0606
2001-06-13,6.958
2001-06-19,-1.8817
2001-06-28,8.2192
2001-07-02,2.5316
2001-07-11,-4.9383
2001-07-12,0.0
2001-07-17,3.8961
2001-07-18,2.5
2001-07-24,-3.6585
2001-07-25,0.0
2001-07-27,0.0
2001-07-30,0.6329
2001-07-31,0.1258
2001-08-01,-0.1256
2001-08-10,0.0
2001-08-20,0.0
2001-08-27,0.6289
2001-08-28,-0.25
2001-08-31,3.5786
2001-09-05,-0.4866
2001-09-06,2.6895
2001-09-10,0.0
2001-10-08,-4.2857
2001-10-15,4.4776
2001-10-24,-2.3810000000000002
2001-10-26,1.2195
2001-11-12,-2.4096
