ticker,LLND US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,16.2791
2000-01-06,20.0
2000-01-07,-15.0
2000-01-10,0.0
2000-01-11,0.0
2000-01-12,9.8039
2000-01-14,-3.5714
2000-01-18,0.0
2000-01-19,0.0
2000-01-21,-1.8519
2000-01-24,-5.6604
2000-01-25,-20.0
2000-01-27,12.5
2000-01-28,17.7778
2000-01-31,-1.8868
2000-02-01,8.6538
2000-02-02,-15.0442
2000-02-03,2.0833
2000-02-04,-15.3061
2000-02-07,1.2048
2000-02-08,4.7619
2000-02-09,0.0
2000-02-10,-4.5455
2000-02-11,14.2857
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,-10.4167
2000-02-23,0.0
2000-02-28,-2.3256
2000-02-29,13.0952
2000-03-01,1.0526
2000-03-02,0.0
2000-03-03,1.0417
2000-03-06,-75.2577
2000-03-07,-29.1667
2000-03-08,17.647100000000002
2000-03-09,0.0
2000-03-10,-20.0
2000-03-13,6.25
2000-03-15,0.0
2000-03-20,0.0
2000-03-21,0.0
2000-03-22,0.0
2000-03-23,-5.8824
2000-03-29,0.0
2000-03-31,0.0
2000-04-05,5.0
2000-04-06,-16.6667
2000-04-14,20.0
2000-04-18,-51.9048
2000-04-26,-0.9901
2000-05-01,3.0
2000-05-04,0.0
2000-05-09,0.0
2000-05-16,0.0
2000-05-17,0.0
2000-06-07,0.0
2000-06-09,-2.9126
2000-06-12,-8.0
2000-06-14,30.4348
2000-06-15,-27.0833
2000-06-27,0.0
2000-06-28,0.0
2000-07-18,-8.5714
2000-07-20,0.0
2000-08-02,0.0
2000-08-03,2.5
2000-08-08,0.0
2000-08-10,37.1951
2000-08-11,-6.6667
2000-08-16,-3.8095
2000-08-17,5.9406
2000-08-21,2.8037
2000-08-23,4.5455
2000-08-24,30.4348
2000-08-29,-16.6667
2000-08-30,0.0
2000-09-13,-20.0
2000-09-14,0.0
2000-09-15,0.0
2000-09-21,5.0
2000-09-28,2.8571
2000-10-10,0.0
2000-10-11,0.0
2000-10-12,0.0
2000-10-17,-1.6204
2000-10-18,5.8824
2000-10-20,11.1111
2000-10-23,0.0
2000-10-24,0.0
2000-10-25,-12.0
2000-10-27,2.2727
2000-10-30,0.0
2000-10-31,0.0
2000-11-14,-2.2222
2000-11-16,0.0
2000-11-20,0.0
2000-11-29,0.0
2000-12-07,-4.5455
2000-12-11,4.7619
2000-12-12,0.0
2000-12-13,0.0
2000-12-14,0.0
2000-12-18,-4.5455
2000-12-19,0.9524
