ticker,WW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-11-15,22.9167
2001-11-16,0.339
2001-11-19,2.3649
2001-11-20,4.2904
2001-11-21,-1.1076
2001-11-23,1.44
2001-11-26,-2.9337999999999997
2001-11-27,-1.9825
2001-11-28,1.8235999999999999
2001-11-29,2.7353
2001-11-30,8.2726
2001-12-03,-1.0539
2001-12-04,0.355
2001-12-05,-4.1863
2001-12-06,4.3077
2001-12-07,4.0708
2001-12-10,-4.0533
2001-12-11,-2.2157
2001-12-12,-1.9637
2001-12-13,4.0062
2001-12-14,-1.4815
2001-12-17,-3.5789
2001-12-18,0.0624
2001-12-19,0.2182
2001-12-20,-0.4666
2001-12-21,3.9063
2001-12-24,1.3233
2001-12-26,1.8106
2001-12-27,-0.9038
2001-12-28,-1.7358
2001-12-31,1.2575
2002-01-02,-1.8923999999999999
2002-01-03,-2.3508
2002-01-04,-0.4321
2002-01-07,-0.806
2002-01-08,-0.1563
2002-01-09,0.0
2002-01-10,0.939
2002-01-11,0.6822
2002-01-14,-1.2319
2002-01-15,-0.0624
2002-01-16,3.8066
2002-01-17,0.0902
2002-01-18,-0.6006
2002-01-22,0.1511
2002-01-23,0.6033
2002-01-24,5.2474
2002-01-25,1.1396
2002-01-28,0.8451
2002-01-29,-0.419
2002-01-30,2.9734
2002-01-31,5.5571
2002-02-01,-2.9161
2002-02-04,-2.7113
2002-02-05,-0.6831
2002-02-06,-0.9629
2002-02-07,0.0
2002-02-08,0.5556
2002-02-11,1.2431
2002-02-12,-0.573
2002-02-13,-1.2075
2002-02-14,0.0
2002-02-15,0.6667
2002-02-19,3.4768
2002-02-20,-4.4
2002-02-21,-0.4184
2002-02-22,-3.6414999999999997
2002-02-25,1.686
2002-02-26,0.3431
2002-02-27,-0.9117
2002-02-28,3.6515
2002-03-01,-0.3606
2002-03-04,1.0579
2002-03-05,0.8264
2002-03-06,-1.6393
2002-03-07,-2.2222
2002-03-08,1.7614
2002-03-11,-0.8934
2002-03-12,-1.5493000000000001
2002-03-13,-0.7153
2002-03-14,0.8069
2002-03-15,0.3431
2002-03-18,-0.3134
2002-03-19,1.7433999999999998
2002-03-20,-1.6854
2002-03-21,1.2570999999999999
2002-03-22,0.3104
2002-03-25,-0.7032
2002-03-26,0.4249
2002-03-27,7.7856
2002-03-28,0.1309
2002-04-01,1.8035
2002-04-02,-2.439
2002-04-03,0.1316
2002-04-04,-0.2365
2002-04-05,1.7123
2002-04-08,1.7353
2002-04-09,-0.2546
