ticker,NINK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-12-19,325.0
2016-12-20,-21.5686
2016-12-21,12.5
2016-12-22,11.1111
2016-12-23,0.0
2016-12-27,10.0
2016-12-28,0.0
2016-12-29,18.1818
2016-12-30,-7.6923
2017-01-03,8.1667
2017-01-04,7.8582
2017-01-05,0.0
2017-01-11,0.0
2017-01-12,0.0
2017-01-13,0.0
2017-01-17,0.0179
2017-01-18,1.6247
2017-01-23,-8.6437
2017-01-24,7.6923
2017-01-25,0.0
2017-02-03,14.2857
2017-02-07,-6.25
2017-02-09,0.0
2017-02-13,1.3333
2017-02-14,-1.3158
2017-02-17,6.6667
2017-03-01,6.25
2017-03-09,-5.8824
2017-03-15,22.5
2017-03-17,0.0
2017-03-22,0.0
2017-03-27,3.0612
2017-03-28,0.0
2017-03-29,8.9109
2017-03-30,35.4545
2017-04-03,-26.1745
2017-04-04,68.1818
2017-04-05,0.0
2017-04-07,0.0
2017-04-11,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,8.1081
2017-04-21,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-05-03,5.0
2017-05-04,-4.7619
2017-05-05,2.5
2017-05-10,0.0
2017-05-12,-12.1951
2017-05-15,13.8889
2017-05-16,3.9024
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-22,0.0
2017-05-24,0.939
2017-05-25,0.0
2017-05-26,1.8605
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,-15.5251
2017-06-02,10.8108
2017-06-05,6.8293
2017-06-09,0.0
2017-06-13,0.0
2017-06-15,0.0
2017-06-16,-0.4566
2017-06-21,-0.9174
2017-06-27,0.0
2017-07-03,0.9259
2017-07-05,0.0
2017-07-10,0.9174
2017-07-11,4.5455
2017-07-12,0.0
2017-07-13,0.0
2017-07-17,0.0
2017-07-18,0.0
2017-07-21,-2.1739
2017-07-26,0.0
2017-07-31,-11.1111
2017-08-01,20.0
2017-08-02,-6.25
2017-08-03,2.2222
2017-08-04,3.9130000000000003
2017-08-09,-1.6736
2017-08-10,0.0
2017-08-14,0.0
2017-08-16,2.1277
2017-08-17,-2.0833
2017-08-18,2.1277
2017-08-22,-4.1667
2017-08-24,-2.1739
2017-08-28,4.4444
2017-08-29,0.0
2017-08-31,0.0
2017-09-01,4.2553
2017-09-05,-4.0816
2017-09-06,-8.5106
2017-09-07,-23.2558
2017-09-08,42.4242
2017-09-11,4.2553
2017-09-12,-2.0408
2017-09-13,-4.1667
2017-09-14,-19.5652
2017-09-18,27.027
2017-09-19,0.0
2017-09-27,-2.1277
2017-09-28,2.1739
2017-09-29,-3.4255
2017-10-02,3.547
2017-10-04,-1.0638
2017-10-05,1.0753
2017-10-06,0.0
2017-10-16,-2.1277
2017-10-17,0.0
2017-10-19,0.0
2017-10-23,2.1739
2017-10-24,-2.1277
2017-10-25,0.0
2017-10-27,-2.1739
2017-11-03,-2.2222
2017-11-10,-2.2727
2017-11-14,2.3256
2017-11-15,0.0
2017-11-16,-2.2727
2017-11-17,0.0
2017-11-20,-20.9302
2017-11-21,26.4706
2017-11-22,0.0
2017-11-28,0.0
2017-12-04,0.0
2017-12-06,-18.6047
2017-12-07,25.7143
2017-12-08,0.0
2017-12-11,5.6818
2017-12-15,-32.9032
2017-12-18,44.2308
2017-12-28,4.4444
2018-01-02,-4.2553
2018-01-09,0.0
2018-01-11,0.0
2018-01-12,4.4444
2018-01-16,0.0
2018-01-24,0.0
2018-05-16,-23.4043
2018-07-17,19.4444
2018-08-07,0.0
2018-12-19,-6.9767
2018-12-20,17.5
2019-04-02,0.0
2019-05-20,-1.7021
2019-09-04,-54.5455
2019-09-06,-54.2857
2019-09-11,108.3333
2019-09-12,25.0
2019-09-17,-0.008
2019-09-30,-61.5969
2019-10-01,158.3333
2019-10-16,20.9677
2019-10-17,13.3333
2019-10-18,17.647100000000002
2019-11-05,0.0
2019-11-07,-16.25
2019-11-08,-40.2985
2019-11-12,80.0
2019-11-21,-16.6667
2019-11-22,-32.6667
2019-12-03,0.0
2019-12-11,18.8119
2019-12-13,-25.0
2020-01-16,55.5556
2020-01-17,-21.4286
2020-01-29,9.0909
2020-02-06,-16.6667
2020-02-12,-10.0
2020-03-06,-16.6667
2020-04-09,-13.32
2020-05-07,-0.0154
2020-05-19,-38.4462
2020-06-12,-37.5156
