ticker,SDNI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,-62.5
2000-01-12,166.6667
2000-01-20,0.0
2000-01-21,-12.5
2000-01-26,42.8571
2000-01-27,0.0
2000-01-28,20.0
2000-02-08,-25.0
2000-02-11,0.0
2000-02-14,-22.2222
2000-02-17,28.5714
2000-02-23,-22.2222
2000-03-02,42.8571
2000-03-03,-30.0
2000-03-06,42.8571
2000-03-08,20.0
2000-03-10,0.0
2000-03-14,-16.6667
2000-03-15,-20.0
2000-03-17,25.0
2000-03-20,20.0
2000-03-24,25.0
2000-03-27,33.3333
2000-03-30,25.0
2000-03-31,-20.0
2000-04-14,-45.0
2000-04-17,27.2727
2000-04-24,-21.4286
2000-05-03,81.8182
2000-05-04,-5.0
2000-05-05,0.0
2000-05-12,-21.0526
2000-05-22,-20.0
2000-06-01,-8.3333
2000-06-02,0.0
2000-06-27,9.0909
2000-06-29,0.0
2000-07-19,4.1667
2000-07-20,-20.0
2000-07-26,0.0
2000-08-10,20.0
2000-10-04,-16.6667
2000-10-05,0.0
2000-10-06,0.0
2000-10-11,-20.0
2000-10-12,0.0
2000-10-18,-37.5
2000-10-23,0.0
2000-10-24,0.0
2000-10-25,0.0
2000-10-30,0.0
2000-11-06,0.0
2000-11-16,0.0
2000-11-29,0.0
2000-12-04,0.0
2000-12-05,-60.0
2000-12-11,0.0
2000-12-15,0.0
2000-12-18,-25.0
2000-12-19,33.3333
2000-12-20,-45.0
2000-12-21,81.8182
2000-12-26,-45.0
2000-12-28,9.0909
2000-12-29,0.0
2001-03-21,0.0
2001-05-10,0.0
2001-06-05,-16.6667
2001-07-18,0.0
2001-08-09,0.0
2001-08-17,0.0
2001-09-24,0.0
2001-10-23,-50.0
2001-10-25,0.0
2001-11-26,0.0
2001-11-30,0.0
2001-12-05,0.0
2001-12-06,0.0
2001-12-12,0.0
2001-12-14,0.0
2001-12-18,0.0
2001-12-28,-40.0
2002-01-08,0.0
2002-01-10,0.0
2002-03-05,-33.3333
2002-03-06,-50.0
2002-03-14,400.0
2002-04-05,-90.0
2002-04-08,0.0
2002-05-20,100.0
2002-06-24,-18.75
2002-07-26,0.0
2002-08-16,0.0
2002-09-17,0.0
2002-10-11,-38.4615
2002-10-16,0.0
2002-10-21,0.0
2002-11-22,0.0
2002-11-26,0.0
2002-12-03,0.0
2002-12-04,0.0
2002-12-05,0.0
2002-12-09,0.0
2002-12-12,0.0
2002-12-23,0.0
2002-12-30,0.0
2003-07-07,0.0
