ticker,FUIG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-01-14,6.25
2004-01-15,11.7647
2004-01-16,-21.0526
2004-01-20,0.0
2004-01-22,0.0
2004-01-23,13.3333
2004-01-27,0.0
2004-01-30,11.7647
2004-02-02,8.4211
2004-02-04,26.2136
2004-02-05,-3.8462
2004-02-10,4.0
2004-02-11,0.0
2004-02-12,15.3846
2004-02-13,0.0
2004-02-17,10.0
2004-02-18,15.1515
2004-02-19,13.1579
2004-02-20,6.9767
2004-02-23,0.0
2004-02-24,-2.1739
2004-02-25,2.2222
2004-02-26,4.3478
2004-02-27,2.0833
2004-03-01,-4.0816
2004-03-02,-10.6383
2004-03-04,11.9048
2004-03-05,4.2553
2004-03-08,-10.2041
2004-03-09,0.0
2004-03-15,-9.0909
2004-03-16,-0.5
2004-03-17,0.5025
2004-03-19,-10.0
2004-03-26,11.1111
2004-03-29,10.0
2004-03-31,4.5455
2004-04-12,-26.087
2004-04-19,-47.0588
2004-04-20,72.2222
2004-04-21,29.0323
2004-04-22,-12.5
2004-04-23,-14.2857
2004-04-26,0.0
2004-04-27,20.0
2004-04-28,-27.7778
2004-05-04,15.3846
2004-05-07,16.6667
2004-05-10,-8.5714
2004-05-12,0.0
2004-05-13,9.375
2004-05-17,2.8571
2004-05-18,-16.6667
2004-05-19,-13.3333
2004-05-20,-3.8462
2004-05-21,-8.0
2004-06-01,21.7391
2004-06-02,-3.5714
2004-06-03,0.0
2004-06-04,10.3704
2004-06-09,-19.4631
2004-06-10,0.0
2004-06-14,0.0
2004-06-16,8.3333
2004-06-17,0.0
2004-06-21,-7.6923
2004-06-22,-0.8333
2004-06-23,0.8403
2004-06-25,-4.1667
2004-06-28,-13.0435
2004-06-29,-10.0
2004-06-30,5.5556
2004-07-01,2.1053
2004-07-02,18.5567
2004-07-06,-4.3478
2004-07-07,-18.1818
2004-07-08,5.5556
2004-07-13,0.0
2004-07-14,0.0
2004-07-15,5.2632
2004-07-16,0.0
2004-07-19,-7.0
2004-07-20,-19.3548
2004-07-21,0.0
2004-07-22,-40.0
2004-07-26,-11.1111
2004-07-29,12.5
2004-08-02,11.1111
2004-08-03,-4.0
2004-08-04,-6.25
2004-08-05,8.8889
2004-08-06,-12.2449
2004-08-09,-2.3256
2004-08-10,7.1429
2004-08-12,-11.1111
2004-08-13,-12.5
2004-08-17,0.0
2004-08-19,14.2857
2004-08-23,12.5
2004-08-24,-11.1111
2004-08-25,0.0
2004-08-30,0.0
2004-08-31,7.5
