ticker,LEAS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-11,0.0
2000-01-24,0.0
2000-02-08,0.0
2000-02-14,0.0
2000-03-01,0.0
2000-03-03,0.0
2000-03-14,0.0
2000-03-15,0.0
2000-06-02,0.0
2000-06-13,0.0
2000-06-16,0.0
2000-06-26,0.0
2000-07-06,0.0
2000-07-13,0.0
2000-07-14,0.0
2000-07-17,0.0
2000-07-24,0.0
2000-09-14,-87.5
2000-09-20,0.0
2000-10-16,0.0
2000-10-25,0.0
2000-12-12,0.0
2000-12-15,0.0
2001-03-15,0.0
2001-03-16,0.0
2001-03-19,0.0
2001-03-20,0.0
2001-03-28,0.0
2001-03-29,700.0
2001-03-30,0.0
2001-04-03,-87.5
2001-04-04,700.0
2001-04-05,0.0
2001-04-12,-87.5
2001-05-02,0.0
2001-05-08,0.0
2001-05-11,0.0
2001-05-18,0.0
2001-05-25,0.0
2001-05-30,0.0
2001-05-31,0.0
2001-06-28,0.0
2001-06-29,0.0
2001-07-17,0.0
2001-07-26,0.0
2001-08-09,0.0
2001-08-13,0.0
2001-08-17,0.0
2001-08-20,700.0
2001-08-21,-87.5
2001-08-24,0.0
2001-09-17,0.0
2001-09-19,0.0
2001-09-21,0.0
2001-09-24,0.0
2001-10-04,0.0
2001-10-19,0.0
2001-10-24,0.0
2001-11-05,0.0
2001-11-12,0.0
2001-11-16,0.0
2001-11-29,0.0
2001-12-05,0.0
2001-12-07,0.0
2001-12-10,0.0
2001-12-13,0.0
2001-12-14,0.0
2001-12-17,0.0
2001-12-18,0.0
2001-12-19,0.0
2001-12-20,0.0
2001-12-21,0.0
2001-12-24,0.0
2001-12-26,0.0
2001-12-27,0.0
2001-12-28,0.0
2001-12-31,0.0
2002-01-04,0.0
2002-01-08,0.0
2002-01-09,0.0
2002-01-14,0.0
2002-01-17,0.0
2002-01-23,0.0
2002-02-01,0.0
2002-02-05,0.0
2002-02-11,0.0
2002-02-12,0.0
2002-02-19,0.0
2002-02-22,0.0
2002-02-27,0.0
2002-03-07,0.0
2002-03-12,0.0
2002-04-02,0.0
2002-04-04,0.0
2002-04-08,0.0
2002-04-09,0.0
2002-04-10,0.0
2002-04-11,0.0
2002-04-16,0.0
2002-04-19,0.0
2002-04-24,0.0
2002-05-06,0.0
2002-05-07,700.0
2002-05-14,-87.5
2002-05-22,0.0
2002-05-28,0.0
2002-05-29,0.0
2002-05-30,0.0
2002-06-05,0.0
2002-06-10,0.0
2002-06-14,0.0
