ticker,BCND US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-08-01,358.3333
2000-08-14,354.5455
2000-08-15,120.0
2000-08-16,-9.0909
2000-08-18,125.0
2000-08-22,0.0
2000-08-24,-10.2222
2000-08-31,2.104
2000-09-20,0.0
2000-09-22,0.0
2000-10-13,57.5758
2000-10-19,115.3846
2000-10-23,50.0
2000-12-12,-57.1429
2000-12-13,0.0
2000-12-14,0.0
2000-12-18,0.0
2000-12-19,1.3889
2000-12-21,-9.589
2000-12-22,9.0909
2001-01-08,-8.3333
2001-01-09,0.0
2001-01-10,1.5152
2001-01-11,-1.4925
2001-02-05,9.0909
2001-02-06,-7.3333
2001-02-12,-4.0767
2001-02-15,0.0
2001-02-27,5.0
2001-03-01,5.6548
2001-03-06,-4.2254
2001-03-08,0.0
2001-03-13,0.0
2001-03-14,0.0
2001-03-15,-1.4706000000000001
2001-03-16,1.4925
2001-03-21,8.8235
2001-03-26,-5.4054
2001-03-27,-2.8571
2001-04-03,2.2059
2001-04-25,-3.3094
2001-04-27,0.0
2001-04-30,4.7619
2001-05-03,-2.2727
2001-05-07,0.9302
2001-05-08,0.0
2001-05-09,-0.9217
2001-05-10,0.0
2001-05-11,0.0
2001-05-14,9.3023
2001-05-15,2.1277
2001-05-16,0.0
2001-05-17,0.0
2001-05-18,0.0
2001-05-22,2.0833
2001-05-23,-4.0816
2001-05-24,4.2553
2001-05-25,-2.0408
2001-05-29,0.0
2001-05-31,2.0833
2001-06-05,-2.0408
2001-06-06,0.0
2001-06-12,0.0
2001-06-13,0.0
2001-06-14,-0.8333
2001-07-05,-1.2605
2001-07-11,0.0
2001-07-16,1.2766
2001-07-26,-1.2605
2001-07-27,2.1277
2001-07-30,3.3333
2001-08-01,-5.2419
2001-08-07,6.383
2001-08-09,-4.0
2001-08-10,2.0833
2001-08-13,-2.0408
2001-08-14,2.0833
2001-08-16,2.0408
2001-08-17,-4.0
2001-08-21,2.0833
2001-08-30,-2.0408
2001-09-06,4.1667
2001-09-18,-2.0
2001-09-19,0.0
2001-09-24,0.0
2001-09-26,0.0
2001-09-27,1.2245
2001-10-03,-3.2258
2001-10-05,0.0
2001-10-10,1.25
2001-10-15,-1.2346
2001-10-17,2.0833
2001-10-18,2.0408
2001-10-19,-0.8
2001-10-22,2.8226
2001-10-23,0.0
2001-10-24,5.8824
2001-10-29,0.0
2001-11-07,-1.8519
2001-11-09,-1.8868
2001-11-12,0.0
2001-11-13,0.0
2001-11-19,15.3846
