ticker,BFDE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-11-03,14.2857
2004-11-12,-68.75
2004-12-02,0.0
2004-12-09,600.0
2005-01-04,-85.7143
2005-01-07,0.0
2005-01-27,200.0
2005-02-03,66.6667
2005-02-04,0.0
2005-03-15,40.0
2005-03-30,8.5714
2005-09-19,31.5789
2005-09-21,-50.0
2005-10-17,100.0
2005-10-19,-50.0
2005-10-21,0.0
2005-11-01,28.0
2005-11-14,-3.125
2006-04-25,222.5806
2006-04-26,35.0
2006-04-27,3.7037
2006-04-28,7.1429
2006-05-01,0.0
2006-05-02,-1.3333
2006-05-03,1.3514
2006-05-04,0.0
2006-05-05,-2.6667
2006-05-08,9.589
2006-05-09,6.25
2006-05-10,0.0
2006-05-11,-2.3529
2006-05-12,2.4096
2006-05-15,0.0
2006-05-16,0.0
2006-05-17,5.8824
2006-05-18,0.0
2006-05-19,0.0
2006-05-22,-2.2222
2006-05-23,7.9545
2006-05-24,-1.0526
2006-05-25,22.3404
2006-05-26,8.6957
2006-05-30,0.0
2006-05-31,12.0
2006-06-01,-7.1429
2006-06-02,0.0
2006-06-05,0.0
2006-06-06,-3.8462
2006-06-07,-12.0
2006-06-08,-4.5455
2006-06-09,4.7619
2006-06-12,-0.9091
2006-06-13,0.0
2006-06-14,0.9174
2006-06-15,0.0
2006-06-16,-4.5455
2006-06-19,-14.2857
2006-06-20,0.0
2006-06-21,-5.5556
2006-06-22,-11.7647
2006-06-23,-33.3333
2006-06-26,50.0
2006-06-27,0.0
2006-06-28,0.0
2006-06-29,-6.6667
2006-06-30,14.2857
2006-07-05,-12.5
2006-07-06,0.0
2006-07-07,0.0
2006-07-10,28.5714
2006-07-11,0.0
2006-07-12,5.5556
2006-07-13,1.0526
2006-07-14,-16.6667
2006-07-17,17.5
2006-07-18,3.1915
2006-07-19,-7.2165
2006-07-20,-0.5556
2006-07-21,20.6704
2006-07-24,6.4815
2006-07-25,17.3913
2006-07-26,3.7037
2006-07-27,-14.2857
2006-07-28,0.0
2006-07-31,-12.5
2006-08-01,-1.9048
2006-08-02,0.0
2006-08-03,-3.8834999999999997
2006-08-04,-16.1616
2006-08-07,12.0482
2006-08-08,0.0
2006-08-09,-3.2258
2006-08-10,-5.5556
2006-08-11,3.5294
2006-08-14,-6.8182
2006-08-15,3.6585
2006-08-16,-1.1764999999999999
2006-08-17,-7.1429
2006-08-18,-5.1282
2006-08-21,-6.7568
2006-08-22,-5.7971
2006-08-23,7.6923
