ticker,GFNL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-02-26,0.0
2004-04-01,10.7143
2004-04-28,-16.129
2004-05-25,-11.538499999999999
2004-06-02,-12.1739
2004-07-27,15.8416
2004-09-15,-18.8034
2004-09-16,5.2632
2004-09-20,-3.0
2004-12-03,-7.2165
2004-12-06,11.1111
2005-01-19,-25.0
2005-01-25,-18.6667
2005-01-31,-1.6393
2005-02-09,0.0
2005-02-10,8.3333
2005-03-18,-7.6923
2005-03-30,8.3333
2005-05-26,-23.0769
2005-05-31,0.0
2005-07-05,0.0
2005-07-07,-10.0
2005-07-12,15.5556
2005-09-19,-42.3077
2005-10-12,0.0
2005-11-02,116.6667
2005-11-09,4.6154
2005-11-10,0.0
2005-11-11,0.0
2005-11-29,0.0
2005-12-02,-1.4706000000000001
2005-12-05,-8.9552
2005-12-07,-1.6393
2005-12-20,-33.3333
2006-01-06,152.5
2006-01-23,98.0198
2006-01-24,2.5
2006-01-27,0.0
2006-01-31,0.0
2006-02-01,9.7561
2006-02-02,6.6667
2006-02-07,14.5833
2006-02-08,41.8182
2006-02-09,-19.2308
2006-02-15,0.0
2006-02-21,-1.5873
2006-02-22,-3.2258
2006-02-23,13.3333
2006-02-24,17.647100000000002
2006-02-27,-15.0
2006-02-28,0.0
2006-03-01,2.9412000000000003
2006-03-02,2.8571
2006-03-07,11.1111
2006-03-08,-12.5
2006-03-09,2.8571
2006-03-10,4.1667
2006-03-14,0.0
2006-03-15,4.0
2006-03-17,-3.8462
2006-03-20,-6.6667
2006-03-24,14.2857
2006-03-28,-12.5
2006-03-29,14.2857
2006-03-31,5.0
2006-04-03,0.0
2006-04-05,0.0
2006-04-11,13.0952
2006-04-12,0.0
2006-04-13,-11.5789
2006-04-17,1.1905000000000001
2006-04-18,11.7647
2006-04-19,-5.2632
2006-04-20,2.2222
2006-04-21,-3.2609
2006-04-24,3.3708
2006-04-25,3.2609
2006-04-26,-10.526299999999999
2006-04-27,11.7647
2006-04-28,5.2632
2006-05-01,5.0
2006-05-03,-0.9524
2006-05-04,-4.8077
2006-05-05,1.0101
2006-05-08,1.0
2006-05-09,-0.9901
2006-05-10,2.0
2006-05-12,0.9804
2006-05-15,-2.9126
2006-05-16,0.0
2006-05-19,0.0
2006-05-25,5.0
2006-06-08,-4.7619
2006-06-23,-4.0
2006-07-12,-16.6667
2006-07-18,0.0
2006-07-25,-11.0
2006-07-26,19.382
2006-08-01,-11.7647
2006-08-03,-16.0
2006-08-09,11.1111
