ticker,STHI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-06-30,70.4545
2000-07-21,20.0
2000-07-26,788.8889
2000-08-03,0.0
2000-08-22,-50.0
2000-08-23,0.08
2000-08-24,59.8721
2000-08-25,12.5
2000-08-28,0.0
2000-08-30,0.0
2000-08-31,11.1111
2000-09-01,2.5
2000-09-05,-2.439
2000-09-06,-2.5
2000-09-07,7.8974
2000-09-08,-26.3308
2000-09-11,3.2258
2000-09-12,0.0
2000-09-13,0.0
2000-09-14,-6.25
2000-09-15,16.6667
2000-09-18,-37.1429
2000-09-21,0.0
2000-09-22,0.0
2000-09-25,9.0909
2000-09-26,-29.1667
2000-09-27,11.7647
2000-09-28,-13.1579
2000-10-03,9.0909
2000-10-05,11.1111
2000-10-09,-24.0
2000-10-11,-21.0526
2000-10-16,25.0
2000-10-18,-33.3333
2000-10-20,69.6
2000-10-23,41.5094
2000-10-24,-29.1667
2000-10-25,0.0
2000-10-30,5.8824
2000-10-31,11.1111
2000-11-01,20.0
2000-11-02,12.5
2000-11-03,14.963
2000-11-06,3.0928
2000-11-07,-12.5
2000-11-08,10.7143
2000-11-09,-32.2581
2000-11-10,-19.0476
2000-11-13,46.8235
2000-11-14,-19.8718
2000-11-15,20.0
2000-11-16,-20.8333
2000-11-17,0.0
2000-11-20,-13.1579
2000-11-21,0.0
2000-11-22,9.0909
2000-11-24,0.0
2000-11-27,11.1111
2000-11-28,-15.0
2000-11-29,-14.7059
2000-11-30,31.0345
2000-12-01,0.0
2000-12-04,-13.1579
2000-12-05,15.1515
2000-12-06,0.0
2000-12-07,0.0
2000-12-08,0.0
2000-12-11,0.0
2000-12-13,-26.3158
2000-12-15,0.0
2000-12-18,-7.1429
2000-12-22,0.0
2000-12-26,-53.8462
2000-12-28,0.0
2001-01-11,0.0
2001-01-12,33.3333
2001-01-17,25.0
2001-01-19,-40.0
2001-01-30,0.0
2001-02-06,0.0
2001-02-07,0.0
2001-02-08,0.0
2001-02-13,0.0
2001-02-15,0.0
2001-02-22,0.0
2001-02-27,-33.3333
2001-03-02,-25.0
2001-03-07,0.0
2001-03-08,0.0
2001-03-13,100.0
2001-03-26,-58.3333
2001-03-28,0.0
2001-04-16,28.0
2001-04-18,-30.0
2001-04-25,114.2857
2001-05-10,-47.9167
2001-05-18,-16.0
2001-05-21,0.0
2001-05-23,-3.8095
2001-05-30,0.0
2001-06-01,98.0198
2001-06-05,-37.5
2001-06-12,28.0
2001-06-15,-21.875
2001-06-18,20.0
