ticker,AKOM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-05-31,14.2857
2017-06-01,0.0
2017-06-05,20.0
2017-06-07,14.5833
2017-07-18,9.0909
2017-07-19,-1.5
2017-07-24,1.5228000000000002
2017-07-28,16.6667
2017-08-15,-21.4286
2017-08-28,-4.5455
2017-09-22,-0.9524
2017-09-27,15.3846
2017-10-06,3.3333
2017-10-25,0.0
2017-10-26,-9.6774
2017-12-04,3.5714
2017-12-08,0.0
2017-12-11,-39.4828
2017-12-14,42.4501
2017-12-21,20.0
2017-12-26,0.8333
2017-12-27,-0.8264
2017-12-28,0.0
2018-01-02,0.1667
2018-01-03,0.0
2018-01-04,3.1614
2018-01-08,12.9032
2018-02-01,1.2857
2018-02-02,0.141
2018-02-05,0.0
2018-02-06,0.0
2018-02-07,0.0
2018-02-12,-15.493
2018-02-20,0.0
2018-02-26,16.6667
2018-02-27,0.0
2018-03-12,-0.2857
2018-03-21,7.4499
2018-03-22,0.0
2018-03-23,0.0
2018-04-03,-20.0
2018-04-06,25.0
2018-04-10,-33.4667
2018-04-11,-11.8236
2018-04-12,-10.2273
2018-04-13,62.0253
2018-04-17,-18.75
2018-04-18,0.0
2018-04-19,5.7692
2018-04-20,18.0
2018-04-23,-15.4083
2018-04-24,-8.9253
2018-04-25,6.0
2018-04-26,-24.5283
2018-04-27,31.25
2018-04-30,-4.7619
2018-05-03,-4.0
2018-05-07,0.0
2018-05-08,-6.25
2018-05-09,-11.1111
2018-05-10,62.25
2018-05-11,30.9707
2018-05-14,-11.2353
2018-05-15,-7.2233
2018-05-16,7.1429
2018-05-17,-6.6667
2018-05-18,0.0
2018-05-21,-2.1429
2018-05-22,-12.4088
2018-05-23,-1.6667
2018-05-24,-23.7288
2018-05-25,22.2222
2018-05-29,-9.0909
2018-05-30,0.0
2018-05-31,20.0
2018-06-01,28.3333
2018-06-05,-8.4416
2018-06-06,0.0
2018-06-07,-3.5461
2018-06-11,-25.0
2018-06-12,0.0
2018-06-13,0.1961
2018-06-14,-2.1526
2018-06-15,-9.8
2018-06-18,0.0
2018-06-19,-9.0909
2018-06-20,21.9512
2018-06-21,0.0
2018-06-22,0.0
2018-06-25,35.0
2018-06-26,-11.2593
2018-06-27,-1.5025
2018-06-28,-1.6949
2018-06-29,21.3793
2018-07-02,-22.1591
2018-07-03,-12.4088
2018-07-05,24.7917
2018-07-06,-19.8664
2018-07-09,4.1667
2018-07-10,0.2
2018-07-11,-10.1796
2018-07-12,31.5556
