ticker,NGCG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,8.0
2000-01-04,3.7037
2000-01-05,-3.5714
2000-01-06,-3.7037
2000-01-07,0.0
2000-01-10,1.9231
2000-01-11,-9.434
2000-01-12,2.0833
2000-01-13,-2.0408
2000-01-14,0.0
2000-01-18,33.3333
2000-01-19,-3.125
2000-01-20,1.6129
2000-01-21,-11.1111
2000-01-24,0.0
2000-01-25,0.0
2000-01-26,10.7143
2000-01-27,6.4516
2000-01-28,0.0
2000-01-31,-9.0909
2000-02-01,-3.3333
2000-02-02,0.0
2000-02-03,10.3448
2000-02-04,-6.25
2000-02-07,20.0
2000-02-08,0.0
2000-02-09,-19.4444
2000-02-10,37.931
2000-02-11,0.0
2000-02-14,-38.75
2000-02-15,14.2857
2000-02-16,0.0
2000-02-22,-14.2857
2000-02-23,-16.6667
2000-02-24,0.0
2000-02-25,0.0
2000-02-28,-10.0
2000-02-29,-10.2222
2000-03-01,23.7624
2000-03-02,22.5
2000-03-03,71.4286
2000-03-06,-23.8095
2000-03-08,0.0
2000-03-09,0.0
2000-03-10,0.0
2000-03-13,12.5
2000-03-14,-8.3333
2000-03-15,9.0909
2000-03-16,0.0
2000-03-17,-16.6667
2000-03-20,0.0
2000-03-21,-20.0
2000-03-22,33.3333
2000-03-23,-12.5
2000-03-24,0.0
2000-03-27,-14.2857
2000-03-28,-6.6667
2000-03-29,-10.7143
2000-03-30,10.0
2000-03-31,4.5455
2000-04-04,-13.0435
2000-04-05,0.0
2000-04-06,0.0
2000-04-07,20.0
2000-04-11,-16.6667
2000-04-12,12.0
2000-04-13,-27.8571
2000-04-14,26.8564
2000-04-17,-10.2439
2000-04-18,-13.0435
2000-04-19,3.125
2000-04-20,-22.4242
2000-04-24,9.375
2000-04-25,0.0
2000-04-26,3.5714
2000-04-27,-17.2414
2000-04-28,25.0
2000-05-01,-20.0
2000-05-02,0.0
2000-05-03,0.0
2000-05-04,0.0
2000-05-08,0.0
2000-05-09,0.0
2000-05-10,8.0
2000-05-11,-22.8395
2000-05-12,-18.4
2000-05-15,47.0588
2000-05-16,-12.0
2000-05-17,-31.8182
2000-05-18,38.8889
2000-05-19,40.0
2000-05-22,-37.1429
2000-05-23,12.7273
2000-05-24,6.4516
2000-05-25,0.0
2000-05-26,-10.6061
2000-05-30,0.0
2000-05-31,11.8644
2000-06-01,0.0
2000-06-02,9.0909
2000-06-05,4.1667
2000-06-06,0.0
2000-06-07,0.0
2000-06-08,0.0
