ticker,HAYN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-11-10,-6.8182
2004-11-15,-3.4146
2004-11-18,11.1111
2004-11-19,9.0909
2004-11-22,0.4167
2004-11-24,-8.7137
2004-11-26,9.0909
2004-12-01,0.0
2004-12-02,0.0
2004-12-07,0.0
2004-12-08,0.0
2004-12-13,0.0
2004-12-14,0.0
2004-12-16,4.1667
2004-12-21,0.0
2004-12-23,2.0
2004-12-27,1.9607999999999999
2004-12-28,0.0
2004-12-29,11.538499999999999
2004-12-30,3.4483
2004-12-31,0.0
2005-01-03,0.0
2005-01-04,0.6667
2005-01-05,0.6623
2005-01-06,0.9868
2005-01-07,2.9316
2005-01-10,26.5823
2005-01-11,-12.5
2005-01-12,-1.4285999999999999
2005-01-13,-4.058
2005-01-14,-0.3021
2005-01-18,3.0303
2005-01-19,-1.1764999999999999
2005-01-20,-1.4881
2005-01-21,0.0
2005-01-24,0.0
2005-01-25,0.0
2005-01-27,2.719
2005-01-28,2.9412000000000003
2005-01-31,3.4286
2005-02-02,-0.5525
2005-02-03,0.5556
2005-02-04,0.0
2005-02-07,0.9945
2005-02-08,0.1094
2005-02-09,-1.0929
2005-02-14,2.2099
2005-02-15,0.5405
2005-02-16,0.5376
2005-02-17,-3.7433
2005-02-23,0.0
2005-02-25,0.5556
2005-02-28,-0.5525
2005-03-02,1.3889
2005-03-03,2.7397
2005-03-04,1.3333
2005-03-07,0.0
2005-03-08,0.0
2005-03-09,0.6579
2005-03-14,-0.6536
2005-03-15,0.0
2005-03-16,-1.3158
2005-03-17,0.0
2005-03-22,0.0
2005-03-24,9.3333
2005-03-30,-4.878
2005-03-31,0.0
2005-04-07,-3.5897
2005-04-11,2.3936
2005-04-14,-3.8961
2005-04-15,-2.7027
2005-04-19,1.6667
2005-04-26,2.459
2005-05-09,0.0
2005-05-12,-2.0
2005-05-13,-1.0204
2005-05-18,-9.2784
2005-05-19,4.5455
2005-05-20,-1.4493
2005-05-25,0.0
2005-05-26,0.0
2005-05-27,0.0
2005-05-31,9.4118
2005-06-01,-8.6022
2005-06-06,-1.4706000000000001
2005-06-07,1.4925
2005-06-08,0.0
2005-06-09,-0.1765
2005-06-13,-2.7696
2005-06-15,6.0606
2005-06-16,0.0
2005-06-22,0.0
2005-06-28,0.0
2005-06-30,2.8571
2005-07-06,1.3889
2005-07-19,0.0
2005-07-21,-1.3699
2005-07-27,11.1111
2005-07-28,0.0
2005-07-29,2.5
2005-08-01,0.0
2005-08-02,0.0
