ticker,INHC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-06-17,-15.0943
2008-06-18,-6.6667
2008-06-19,2.3810000000000002
2008-06-20,-6.9767
2008-06-23,0.0
2008-06-24,-7.5
2008-06-25,2.7027
2008-06-26,-7.8947
2008-06-27,-14.2857
2008-06-30,16.6667
2008-07-02,0.0
2008-07-03,8.5714
2008-07-07,-7.8947
2008-07-08,-5.7143
2008-07-09,-9.0909
2008-07-10,-3.3333
2008-07-11,0.0
2008-07-14,6.8966
2008-07-15,-6.4516
2008-07-16,3.4483
2008-07-17,10.0
2008-07-18,-9.0909
2008-07-21,0.0
2008-07-22,-3.3333
2008-07-23,-13.7931
2008-07-24,-16.0
2008-07-25,38.0952
2008-07-28,-24.1379
2008-07-29,4.5455
2008-07-30,4.3478
2008-07-31,-4.1667
2008-08-04,0.0
2008-08-05,0.0
2008-08-06,-4.3478
2008-08-07,0.0
2008-08-08,-22.7273
2008-08-11,32.3529
2008-08-12,-2.2222
2008-08-13,9.0909
2008-08-14,-8.3333
2008-08-15,-9.0909
2008-08-18,15.0
2008-08-19,-0.4348
2008-08-20,-8.2969
2008-08-21,0.0
2008-08-25,9.5238
2008-08-26,-13.0435
2008-08-27,0.0
2008-08-28,0.0
2008-08-29,0.0
2008-09-02,0.0
2008-09-03,10.0
2008-09-04,-18.1818
2008-09-05,0.0
2008-09-08,22.2222
2008-09-09,0.0
2008-09-10,0.0
2008-09-11,-4.5455
2008-09-12,21.4286
2008-09-15,-7.8431
2008-09-16,-2.1277
2008-09-17,0.0
2008-09-18,4.3478
2008-09-19,0.0
2008-09-22,-12.5
2008-09-23,-14.2857
2008-09-24,11.1111
2008-09-25,-10.0
2008-09-26,0.0
2008-10-02,11.1111
2008-10-03,0.0
2008-10-06,-5.0
2008-10-08,0.0
2008-10-10,-5.2632
2008-10-13,0.0
2008-10-14,-5.5556
2008-10-17,11.7647
2008-10-20,0.0
2008-10-21,0.0
2008-10-22,5.2632
2008-10-23,-10.0
2008-10-24,-5.5556
2008-10-27,2.9412000000000003
2008-10-28,0.0
2008-10-29,0.0
2008-10-30,2.8571
2008-10-31,0.0
2008-11-03,-0.5556
2008-11-04,0.5587
2008-11-05,-0.5556
2008-11-06,0.5587
2008-11-10,0.0
2008-11-11,-2.7778
2008-11-12,0.0
2008-11-13,2.2857
2008-11-14,0.5587
2008-11-18,-5.5556
2008-11-20,-0.5882
2008-11-21,-5.9172
2008-11-24,6.9182
2008-12-02,-29.4118
2008-12-03,0.0
