ticker,PURT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-09-03,83.3333
2009-09-04,23.6364
2009-09-16,8.8235
2009-09-18,0.0
2009-09-21,8.1081
2009-09-25,5.0
2009-10-21,0.0
2009-10-22,19.0476
2009-10-26,-2.0
2009-10-29,2.0408
2009-10-30,0.0
2009-11-03,-2.0
2009-11-06,-8.1633
2009-12-15,-84.4444
2009-12-16,257.1429
2010-01-05,-72.0
2010-01-07,328.5714
2010-01-15,-36.6667
2010-02-17,52.6316
2010-03-04,-48.2759
2010-03-05,-33.3333
2010-03-11,0.0
2010-03-16,290.0
2010-04-21,-58.9744
2010-04-30,12.5
2010-05-03,-5.5556
2010-05-07,-17.647100000000002
2010-05-10,-28.5714
2010-05-12,-70.0
2010-05-18,66.6667
2010-05-19,0.0
2010-05-21,100.0
2010-05-27,0.0
2010-05-28,0.0
2010-06-01,0.0
2010-07-06,-20.0
2010-07-08,-37.5
2010-07-14,-20.0
2010-07-20,0.0
2010-07-23,-50.0
2010-07-28,200.0
2010-08-04,-16.6667
2010-08-16,-40.0
2010-08-19,66.6667
2010-08-20,-40.0
2010-08-24,-33.3333
2010-08-25,150.0
2010-08-27,-60.0
2010-09-15,0.0
2010-10-11,99.375
2010-10-14,25.3918
2010-10-15,0.0
2010-10-25,-20.0
2010-10-27,0.0
2010-10-29,0.0
2010-11-29,-12.8125
2010-11-30,-5.3763
2010-12-01,-54.5455
2010-12-20,60.0
2010-12-22,150.0
2010-12-23,-31.6667
2010-12-29,-39.0244
2011-01-03,100.0
2011-01-04,-60.0
2011-01-06,10.0
2011-01-07,-9.0909
2011-01-11,10.0
2011-01-18,-9.0909
2011-01-19,0.0
2011-01-20,0.0
2011-01-31,0.0
2011-02-14,0.0
2011-02-15,50.0
2011-02-16,33.3333
2011-02-18,-47.5
2011-02-22,-28.5714
2011-02-23,0.0
2011-02-25,-6.6667
2011-02-28,50.0
2011-03-01,19.0476
2011-03-02,0.0
2011-03-04,0.0
2011-03-07,0.0
2011-03-09,16.0
2011-03-11,0.0
2011-03-14,-51.7241
2011-03-16,42.8571
2011-03-29,-50.0
2011-03-30,10.0
2011-03-31,0.0
2011-04-04,-9.0909
2011-04-05,0.0
2011-04-06,-20.0
2011-04-08,0.0
2011-04-14,-25.0
2011-04-15,-33.3333
2011-04-18,50.0
2011-04-26,0.0
2011-05-06,0.0
2011-05-26,-16.6667
2011-05-31,-40.0
2011-06-02,70.8333
2011-06-03,71.9512
2011-06-09,13.4752
