ticker,LARK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.9767
2000-01-04,0.0
2000-01-11,-5.0
2000-01-12,0.0
2000-01-20,-1.9737
2000-01-24,-6.0403
2000-01-27,5.7143
2000-02-01,-7.3568999999999996
2000-02-10,1.4706000000000001
2000-02-11,-2.1739
2000-02-16,-2.2222
2000-02-17,-8.3333
2000-02-18,-0.8264
2000-02-22,0.4167
2000-02-23,-7.0539
2000-02-24,0.8929
2000-02-25,-4.4248
2000-02-28,0.9259
2000-03-01,11.0092
2000-03-02,-8.2645
2000-03-03,4.5045
2000-03-09,-6.8966
2000-03-10,-1.8519
2000-03-17,1.8868
2000-03-24,-1.8519
2000-03-27,0.9434
2000-03-28,0.9346
2000-03-29,5.5556
2000-04-03,0.8772
2000-04-04,-1.7391
2000-04-10,0.885
2000-04-12,0.8772
2000-04-13,-1.7391
2000-04-14,0.0
2000-04-18,0.0
2000-04-20,6.1947
2000-04-24,0.0
2000-04-25,0.8333
2000-04-27,0.0
2000-04-28,-0.4132
2000-05-01,-0.4149
2000-05-03,16.6667
2000-05-04,-11.4286
2000-05-08,0.4032
2000-05-09,0.0
2000-05-11,0.365
2000-05-15,-1.0101
2000-05-16,-2.449
2000-05-19,-0.4184
2000-05-22,-2.521
2000-05-23,-0.8621
2000-05-24,0.8696
2000-05-25,-0.8621
2000-05-26,-0.4348
2000-05-30,-2.1834
2000-05-31,0.0
2000-06-05,0.8929
2000-06-09,2.6549
2000-06-12,0.8621
2000-06-14,-2.5641
2000-06-15,0.8772
2000-06-20,0.0
2000-06-21,0.0
2000-06-28,6.087
2000-06-30,-0.8197
2000-07-03,0.8264
2000-07-05,0.0
2000-07-10,1.6393
2000-07-11,0.0
2000-07-12,0.0
2000-07-13,0.0
2000-07-14,0.0
2000-07-17,0.8065
2000-07-20,1.6
2000-07-25,0.0
2000-07-27,-0.7874
2000-08-01,0.1603
2000-08-03,8.8
2000-08-08,0.0
2000-08-10,4.4118
2000-08-14,0.0
2000-08-15,4.9296
2000-08-17,0.0
2000-08-21,0.3356
2000-08-23,1.6722000000000001
2000-08-24,-1.3158
2000-08-30,-1.3333
2000-08-31,0.0
2000-09-01,0.6757
2000-09-05,2.0134
2000-09-06,0.0
2000-09-07,2.6316
2000-09-08,-2.5641
2000-09-11,-0.6579
2000-09-14,-0.6623
2000-09-18,0.0
2000-09-19,-9.3333
2000-09-20,0.0
2000-09-22,0.0
2000-09-25,0.0
2000-09-27,1.4706000000000001
