ticker,CNOB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.0352
2000-01-04,0.0
2000-01-05,-1.6393
2000-01-06,0.0
2000-01-07,-1.6667
2000-01-10,-3.3898
2000-01-11,1.7544
2000-01-12,0.0
2000-01-13,2.7586
2000-01-14,0.0
2000-01-18,-2.5423999999999998
2000-01-19,-4.3478
2000-01-20,0.0
2000-01-21,0.9091
2000-01-24,-0.9009
2000-01-26,1.8182
2000-01-27,0.0
2000-01-28,0.8929
2000-01-31,-1.7699
2000-02-01,0.9009
2000-02-02,0.0
2000-02-03,0.0
2000-02-04,0.0
2000-02-07,0.8929
2000-02-08,0.0
2000-02-09,0.4425
2000-02-10,0.4405
2000-02-15,0.0
2000-02-16,-0.4386
2000-02-17,0.4405
2000-02-22,0.0
2000-02-25,0.0
2000-02-29,0.0
2000-03-02,1.7544
2000-03-03,-1.2931
2000-03-07,-0.4367
2000-03-08,0.0
2000-03-09,-1.7544
2000-03-10,0.4464
2000-03-13,0.0
2000-03-15,0.4444
2000-03-17,0.885
2000-03-20,2.6316
2000-03-21,1.7094
2000-03-22,3.7815
2000-03-23,2.0243
2000-03-24,1.5873
2000-03-27,0.0
2000-03-28,-0.7812
2000-03-29,0.7874
2000-03-30,4.6875
2000-03-31,2.2388
2000-04-03,1.4599
2000-04-04,-2.1583
2000-04-06,-1.4706000000000001
2000-04-07,0.3731
2000-04-10,-1.8587
2000-04-11,-1.1364
2000-04-12,-1.9157
2000-04-13,-1.5625
2000-04-14,-0.6349
2000-04-17,0.0
2000-04-18,0.8065
2000-04-19,0.0
2000-04-20,0.0
2000-04-25,3.2
2000-04-26,0.0
2000-04-27,-2.3256
2000-04-28,-1.1905000000000001
2000-05-02,-2.008
2000-05-03,0.0
2000-05-04,0.0
2000-05-05,0.0
2000-05-09,0.0
2000-05-10,0.0
2000-05-11,1.6393
2000-05-12,-1.6129
2000-05-16,0.0
2000-05-17,0.0
2000-05-19,0.0
2000-05-30,2.0492
2000-05-31,-0.4016
2000-06-01,0.8065
2000-06-02,0.8
2000-06-05,0.0
2000-06-06,-0.3968
2000-06-07,-1.1952
2000-06-08,0.8065
2000-06-09,0.0
2000-06-12,-0.4
2000-06-13,1.2048
2000-06-14,-1.1905000000000001
2000-06-15,0.0
2000-06-16,1.6064
2000-06-22,-1.1858
2000-06-26,1.2
2000-06-27,4.3478
2000-06-28,0.3788
2000-06-29,8.6792
2000-06-30,20.8333
2000-07-03,-12.6437
2000-07-05,-1.9737
