ticker,SUWN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-01-09,0.0
2003-01-17,2300.0
2003-03-17,-89.5833
2003-04-02,455.5555
2003-04-21,-28.0
2003-05-02,-43.8889
2003-05-06,18.8119
2003-05-12,0.0
2003-09-12,25.0
2003-10-08,-16.6667
2004-01-30,0.0
2004-02-10,-52.0
2004-05-14,66.6667
2004-05-17,50.0
2004-05-18,16.6667
2004-05-19,14.2857
2004-05-21,92.5
2004-05-25,3.8961
2004-06-07,0.0
2004-06-16,0.0
2004-06-17,-12.5
2004-06-22,-14.2857
2004-06-23,-26.6667
2004-06-24,-4.5455
2004-07-06,0.0
2004-07-16,24.2857
2004-07-19,14.9425
2004-07-22,0.0
2004-07-26,8.3333
2004-07-27,23.0769
2004-07-28,0.5
2004-07-29,19.403
2004-07-30,-7.5
2004-08-06,-27.027
2004-08-11,11.1111
2004-08-12,0.0
2004-08-24,-13.3333
2004-08-25,0.0
2004-08-30,3.8462
2004-09-01,-5.5556
2004-09-08,-11.7647
2004-09-09,22.2222
2004-09-14,0.0
2004-09-15,-5.4545
2004-09-16,1.9231
2004-09-17,-3.7736
2004-09-20,1.9607999999999999
2004-09-21,-3.8462
2004-09-22,2.0
2004-09-23,-1.9607999999999999
2004-09-24,0.0
2004-09-27,-4.0
2004-09-28,-2.0833
2004-09-29,2.1277
2004-09-30,-5.2083
2004-10-01,1.0989
2004-10-04,2.1739
2004-10-05,-1.0638
2004-10-06,-5.3763
2004-10-07,-9.0909
2004-10-08,-5.0
2004-10-11,-5.2632
2004-10-12,-11.1111
2004-10-13,-9.375
2004-10-14,-10.3448
2004-10-15,7.6923
2004-10-18,0.0
2004-10-19,-10.7143
2004-10-20,0.0
2004-10-21,12.0
2004-10-22,-3.5714
2004-10-25,0.0
2004-10-26,0.0
2004-10-27,3.7037
2004-10-28,-3.5714
2004-10-29,0.0
2004-11-01,0.0
2004-11-02,-7.4074
2004-11-03,0.0
2004-11-04,-4.0
2004-11-05,0.0
2004-11-08,2.0833
2004-11-09,-4.0816
2004-11-10,2.1277
2004-11-11,-4.1667
2004-11-12,0.0
2004-11-15,-8.6957
2004-11-16,-4.7619
2004-11-17,2.5
2004-11-18,12.1951
2004-11-19,0.0
2004-11-22,-9.9457
2004-11-23,-1.026
2004-11-24,-2.439
2004-11-26,2.5
2004-11-29,-2.439
2004-11-30,5.0
2004-12-01,-4.7619
2004-12-02,5.0
2004-12-03,0.0
2004-12-06,0.0
2004-12-07,-4.7619
