ticker,AMTA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-9.2593
2000-01-04,0.0
2000-01-05,0.0
2000-01-06,-2.0408
2000-01-10,1.0417
2000-01-11,1.0309
2000-01-12,2.0408
2000-01-13,0.0
2000-01-18,26.0
2000-01-19,0.0
2000-01-20,1.5873
2000-01-21,12.5
2000-01-24,-11.1111
2000-01-25,0.0
2000-01-26,0.0
2000-01-31,12.5
2000-02-01,-11.1111
2000-02-02,0.0
2000-02-03,1.5625
2000-02-04,-1.5385
2000-02-07,-12.5
2000-02-08,16.0714
2000-02-09,7.6923
2000-02-10,28.5714
2000-02-11,4.4444
2000-02-14,2.1277
2000-02-15,-8.3333
2000-02-16,-4.5455
2000-02-17,-4.7619
2000-02-18,-2.5
2000-02-22,0.0
2000-02-23,1.2821
2000-02-24,0.0
2000-02-25,16.4557
2000-02-28,8.6957
2000-02-29,8.0
2000-03-01,-3.7037
2000-03-02,-7.6923
2000-03-03,12.5
2000-03-06,22.2222
2000-03-07,3.0303
2000-03-08,-11.7647
2000-03-09,6.6667
2000-03-10,0.0
2000-03-13,6.25
2000-03-14,-7.3529
2000-03-15,4.7619
2000-03-16,3.0303
2000-03-17,-2.9412000000000003
2000-03-20,-18.1818
2000-03-21,3.7037
2000-03-22,3.5714
2000-03-23,5.1724
2000-03-24,1.6393
2000-03-27,-6.4516
2000-03-28,0.0
2000-03-29,-6.8966
2000-03-30,-22.2222
2000-03-31,14.2857
2000-04-03,0.0
2000-04-04,-8.3333
2000-04-05,-3.4091
2000-04-06,3.5294
2000-04-07,4.5455
2000-04-10,4.3478
2000-04-11,-4.1667
2000-04-12,-4.3478
2000-04-13,0.0
2000-04-14,-6.8182
2000-04-17,4.878
2000-04-18,4.6512
2000-04-19,2.2222
2000-04-20,-4.3478
2000-04-24,-4.5455
2000-04-25,7.1429
2000-04-26,2.2222
2000-04-27,-1.6303999999999998
2000-04-28,-0.5525
2000-05-01,0.0
2000-05-02,-2.2222
2000-05-04,-2.2727
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,0.0
2000-05-10,0.0
2000-05-15,0.0
2000-05-16,-2.3256
2000-05-17,2.3810000000000002
2000-05-18,0.0
2000-05-22,0.0
2000-05-23,-4.6512
2000-05-24,-9.7561
2000-05-26,-0.6757
2000-05-30,-4.7619
2000-05-31,0.0
2000-06-01,2.8571
2000-06-02,6.9444
2000-06-05,-2.5974
2000-06-06,4.0
2000-06-07,5.1282
2000-06-08,2.439
2000-06-09,4.7619
