ticker,SNRR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,50.0
2000-01-06,41.6667
2000-01-11,5.8824
2000-01-12,5.5556
2000-01-13,0.0
2000-01-14,0.0
2000-01-18,0.0
2000-01-19,0.0
2000-01-20,0.0
2000-01-21,-36.8421
2000-01-26,-20.8333
2000-01-27,68.4211
2000-01-28,-25.0
2000-01-31,0.0
2000-02-01,0.0
2000-02-02,0.0
2000-02-03,-33.3333
2000-02-04,100.0
2000-02-07,-25.0
2000-02-08,0.0
2000-02-15,0.0
2000-02-16,0.0
2000-02-18,24.9833
2000-02-22,-25.3234
2000-02-23,0.0
2000-02-24,0.0
2000-02-25,0.0
2000-02-28,0.0
2000-02-29,0.0
2000-03-02,-28.5714
2000-03-03,100.0
2000-03-06,18.75
2000-03-07,68.4211
2000-03-08,-12.0
2000-03-09,98.8636
2000-03-10,-21.4286
2000-03-13,-9.0909
2000-03-14,0.0
2000-03-15,10.0
2000-03-16,22.7273
2000-03-17,-18.5185
2000-03-20,-27.2727
2000-03-21,12.5
2000-03-22,0.0
2000-03-23,-5.5556
2000-03-24,-23.5294
2000-03-27,-7.6923
2000-03-28,16.6667
2000-03-29,-7.1429
2000-03-30,-15.3846
2000-03-31,31.8182
2000-04-03,-17.2414
2000-04-04,-16.6667
2000-04-05,0.0
2000-04-06,-10.0
2000-04-07,11.1111
2000-04-10,20.0
2000-04-11,-8.3333
2000-04-12,-18.1818
2000-04-13,-11.1111
2000-04-14,-25.0
2000-04-17,6.6667
2000-04-18,49.75
2000-04-19,-37.3957
2000-04-20,0.0
2000-04-24,83.3333
2000-04-25,-18.1818
2000-04-26,0.0
2000-04-27,-11.1111
2000-04-28,0.0
2000-05-01,12.5
2000-05-02,0.0
2000-05-03,0.0
2000-05-04,33.3333
2000-05-05,-41.6667
2000-05-08,0.0
2000-05-09,0.0
2000-05-10,14.2857
2000-05-11,-12.5
2000-05-12,14.2857
2000-05-15,-12.5
2000-05-16,0.0
2000-05-17,-14.2857
2000-05-18,0.0
2000-05-19,0.0
2000-05-22,0.0
2000-05-23,8.3333
2000-05-24,-7.6923
2000-05-25,0.0
2000-05-26,0.0
2000-05-30,0.0
2000-05-31,16.6667
2000-06-01,-14.2857
2000-06-02,0.0
2000-06-05,8.3333
2000-06-06,-7.6923
2000-06-07,0.0
2000-06-08,0.0
2000-06-09,8.3333
2000-06-12,-7.6923
2000-06-13,8.3333
2000-06-14,-7.6923
2000-06-15,0.0
2000-06-16,0.0
