ticker,EKNL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,75.0
2000-01-05,7.1429
2000-01-06,0.0
2000-01-07,0.0
2000-01-10,-6.6667
2000-01-11,301.7857
2000-01-12,33.3333
2000-01-13,66.6667
2000-01-14,-18.4
2000-01-18,0.0
2000-01-19,-14.2157
2000-01-20,-14.2857
2000-01-24,0.0
2000-01-25,0.0
2000-01-26,-6.6667
2000-01-27,25.0
2000-02-01,-28.5714
2000-02-09,10.0
2000-02-14,0.0
2000-02-15,27.2727
2000-02-17,-14.2857
2000-02-22,-8.3333
2000-02-24,0.0
2000-02-25,0.0
2000-02-29,0.0
2000-03-02,0.0
2000-03-07,0.0
2000-03-10,-9.0909
2000-03-13,0.0
2000-03-17,30.0
2000-03-21,-23.0769
2000-03-23,0.0
2000-03-24,30.0
2000-03-27,0.0
2000-03-28,7.6923
2000-03-29,-7.1429
2000-03-30,-34.6154
2000-03-31,-17.647100000000002
2000-04-04,42.8571
2000-04-05,-10.0
2000-04-10,-11.1111
2000-04-11,0.0
2000-04-12,0.0
2000-04-17,-25.0
2000-04-24,0.0
2000-05-03,-33.3333
2000-05-04,20.0
2000-05-16,-37.5
2000-05-23,166.6667
2000-05-24,0.0
2000-05-25,50.0
2000-05-30,0.0
2000-06-01,-58.3333
2000-06-06,0.0
2000-06-13,0.0
2000-06-14,0.0
2000-06-15,0.0
2000-06-16,0.0
2000-06-20,-20.0
2000-06-21,100.0
2000-06-30,0.0
2000-08-07,-50.0
2000-08-11,100.0
2000-08-15,0.0
2000-08-21,-12.5
2000-08-22,28.5714
2000-08-24,11.1111
2000-09-01,-40.0
2000-09-06,83.3333
2000-09-21,-27.2727
2000-09-25,0.0
2000-09-27,-25.0
2000-10-05,66.6667
2000-10-09,0.0
2000-10-10,0.0
2000-10-13,-30.0
2000-10-17,0.0
2000-10-19,-14.2857
2000-10-20,-16.6667
2000-10-26,0.0
2000-10-27,-20.0
2000-11-02,-25.0
2000-11-07,66.6667
2000-11-10,-40.0
2000-11-16,0.0
2000-12-01,0.0
2000-12-04,0.0
2000-12-06,0.0
2000-12-07,-33.3333
2000-12-11,28.0
2000-12-12,17.1875
2000-12-14,33.3333
2000-12-18,-28.0
2000-12-19,0.0
2000-12-20,0.0
2000-12-21,-11.1111
2000-12-22,-12.5
2000-12-26,0.0
2000-12-27,0.0
2000-12-29,0.0
2001-01-09,0.0
2001-01-11,0.0
2001-01-17,-28.5714
2001-01-18,0.0
2001-01-23,100.0
