ticker,GWIN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-02-23,0.0
2012-02-27,85.1852
2012-05-10,900.0
2012-05-18,-70.0
2012-05-21,-16.6667
2012-05-23,4.0
2012-05-29,0.0
2012-05-30,0.0
2012-05-31,0.0
2012-06-01,0.0
2012-06-04,0.0
2012-06-05,0.0
2012-06-07,-0.7692
2012-06-13,0.7752
2012-06-21,-2.3077
2012-06-25,2.3622
2012-06-27,0.0
2012-07-06,0.0
2012-07-17,0.0
2012-07-26,-70.7692
2012-08-03,0.0
2012-08-06,1.3158
2012-08-07,-1.2987
2012-08-08,-2.6316
2012-08-09,1.3514
2012-08-10,-38.6667
2012-08-13,15.2174
2012-08-14,-9.434
2012-08-15,-3.75
2012-08-16,-28.5714
2012-08-17,9.0909
2012-08-20,-8.3333
2012-08-21,0.6061
2012-08-22,26.506
2012-08-23,-21.4286
2012-08-28,0.0
2012-08-29,0.0
2012-09-04,0.0
2012-09-05,3.0303
2012-09-07,0.0
2012-09-11,-2.9412000000000003
2012-09-12,3.0303
2012-09-14,-11.7647
2012-09-19,-10.0
2012-09-20,0.0
2012-09-27,3.7037
2012-10-02,3.5714
2012-10-03,3.4483
2012-10-04,1.3333
2012-10-05,5.2632
2012-10-19,3.125
2012-10-22,-7.8788
2012-10-23,0.0
2012-10-26,0.0
2012-11-05,-7.8947
2012-11-07,-3.5714
2012-11-13,0.0
2012-12-04,11.1111
2012-12-07,-10.0
2013-01-09,-33.3333
2013-01-10,0.0
2013-01-11,0.0
2013-01-15,217.9167
2013-01-16,-5.2862
2013-01-17,2.214
2013-01-18,-24.1877
2013-01-22,0.8929
2013-01-23,-12.6844
2013-01-24,-8.6486
2013-01-25,-37.8698
2013-01-28,-23.8095
2013-01-29,-12.5
2013-01-30,-10.7143
2013-01-31,0.0
2013-02-01,4.0
2013-02-04,7.6923
2013-02-05,-0.1786
2013-02-06,-1.6995
2013-02-07,0.455
2013-02-08,-13.0435
2013-02-11,-15.0
2013-02-12,292.1569
2013-02-13,-50.0
2013-02-14,-20.0
2013-02-15,-27.8125
2013-02-19,3.8961
2013-02-20,-10.0
2013-02-21,-9.2593
2013-02-22,-14.2857
2013-02-25,4.7619
2013-02-26,18.1818
2013-02-27,-15.3846
2013-02-28,0.0
2013-03-01,0.0
2013-03-04,-13.6364
2013-03-05,0.0
2013-03-06,-5.2632
2013-03-07,5.5556
2013-03-08,-21.0526
2013-03-11,-10.0
2013-03-12,-18.5185
2013-03-13,-9.0909
