ticker,SYNI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,14.2857
2000-01-04,-6.25
2000-01-05,3.3333
2000-01-06,3.2258
2000-01-07,18.75
2000-01-10,-10.526299999999999
2000-01-11,0.0
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,0.0
2000-01-18,-2.9412000000000003
2000-01-19,0.0
2000-01-20,21.2121
2000-01-21,0.0
2000-01-24,22.5
2000-01-25,2.0408
2000-01-26,-8.0
2000-01-27,-8.6957
2000-01-28,-7.1429
2000-01-31,0.0
2000-02-01,0.0
2000-02-02,0.0
2000-02-03,7.6923
2000-02-04,-9.5238
2000-02-07,15.7895
2000-02-08,-11.3636
2000-02-09,0.0
2000-02-10,23.0769
2000-02-11,0.0
2000-02-14,16.6667
2000-02-15,-10.7143
2000-02-16,12.0
2000-02-17,69.6429
2000-02-18,-32.6316
2000-02-22,50.0
2000-02-23,-2.0833
2000-02-24,0.0
2000-02-25,-2.1277
2000-02-28,-10.8696
2000-02-29,7.3171
2000-03-01,20.4545
2000-03-02,19.8113
2000-03-03,17.3228
2000-03-06,-7.3826
2000-03-07,-8.6957
2000-03-08,-9.5238
2000-03-09,-10.526299999999999
2000-03-10,41.1765
2000-03-13,-5.5556
2000-03-14,-16.1765
2000-03-15,8.7719
2000-03-16,6.4516
2000-03-17,9.0909
2000-03-20,-8.3333
2000-03-21,-9.0909
2000-03-22,-10.0
2000-03-23,0.0
2000-03-24,3.7037
2000-03-27,10.7143
2000-03-28,-14.5161
2000-03-29,-1.8868
2000-03-30,-7.6923
2000-03-31,16.6667
2000-04-03,-8.9286
2000-04-04,-20.5882
2000-04-05,-1.2346
2000-04-06,32.5
2000-04-07,1.8868
2000-04-10,-7.4074
2000-04-11,-12.0
2000-04-12,2.2727
2000-04-13,6.6667
2000-04-14,-29.1667
2000-04-17,-5.8824
2000-04-18,-6.25
2000-04-19,13.3333
2000-04-20,23.5294
2000-04-24,-16.6667
2000-04-25,-5.7143
2000-04-26,0.0
2000-04-27,-13.6364
2000-04-28,19.2982
2000-05-01,0.0
2000-05-02,-8.8235
2000-05-03,-6.4516
2000-05-04,0.0
2000-05-05,34.4828
2000-05-08,-10.2564
2000-05-09,-2.8571
2000-05-10,-2.9412000000000003
2000-05-11,-3.0303
2000-05-12,-9.375
2000-05-15,37.931
2000-05-16,-15.0
2000-05-17,8.8235
2000-05-18,0.0
2000-05-19,0.0
2000-05-22,-13.5135
2000-05-23,-3.125
2000-05-24,-4.8419
