ticker,JRJRQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-11-18,0.0
2009-11-19,26.6667
2009-11-20,-5.2632
2009-11-23,-55.5556
2009-11-24,-20.0
2009-11-25,-7.8125
2009-11-27,-6.7797
2009-11-30,-16.3636
2009-12-01,-2.1739
2009-12-02,-26.6667
2009-12-03,-9.0909
2009-12-04,-13.3333
2009-12-07,3.8462
2009-12-08,-7.4074
2009-12-09,-16.0
2009-12-10,14.2857
2009-12-11,12.5
2009-12-14,-11.1111
2009-12-15,0.0
2009-12-16,4.1667
2009-12-17,-20.0
2009-12-18,5.0
2009-12-21,14.2857
2009-12-22,-12.5
2009-12-23,0.0
2009-12-24,9.5238
2009-12-28,-2.1739
2009-12-29,-2.2222
2009-12-30,0.0
2009-12-31,3.6932
2010-01-04,-3.5616
2010-01-05,36.3636
2010-01-06,-26.6667
2010-01-07,25.0
2010-01-08,-1.8182
2010-01-11,0.0
2010-01-12,0.0
2010-01-13,0.0
2010-01-14,-4.1667
2010-01-15,-3.8647
2010-01-19,-15.5779
2010-01-20,0.0
2010-01-21,0.0
2010-01-22,-28.5714
2010-01-25,52.5
2010-01-26,-32.2404
2010-01-27,-35.4839
2010-01-28,100.0
2010-02-01,0.0
2010-02-02,0.0
2010-02-03,-10.0
2010-02-05,-4.5139
2010-02-08,-1.0909
2010-02-10,-26.4706
2010-02-11,28.0
2010-02-16,-21.875
2010-02-23,0.0
2010-02-24,20.0
2010-02-25,-16.6667
2010-02-26,12.0
2010-03-01,-14.2857
2010-03-03,23.9583
2010-03-05,-19.3277
2010-03-08,-16.6667
2010-03-09,20.0
2010-03-11,-23.9583
2010-03-15,4.1096
2010-03-16,26.3158
2010-03-19,-19.7917
2010-03-22,24.6753
2010-03-23,-23.9583
2010-03-24,0.6849
2010-03-25,-0.6803
2010-03-26,9.589
2010-03-29,-15.0
2010-03-30,29.4118
2010-04-01,-22.7273
2010-04-06,0.0
2010-04-07,2.2059
2010-04-08,26.6187
2010-04-09,0.0
2010-04-12,-7.3864
2010-04-13,0.0
2010-04-14,0.0
2010-04-15,0.0
2010-04-16,17.7914
2010-04-19,-33.3333
2010-04-20,-12.5
2010-04-21,0.0
2010-04-22,-7.1429
2010-04-23,7.6923
2010-04-27,-28.5714
2010-04-28,40.0
2010-04-30,14.2857
2010-05-03,-37.5
2010-05-04,-10.0
2010-05-05,11.1111
2010-05-06,-10.0
2010-05-07,0.0
2010-05-11,13.8889
2010-05-12,0.0
2010-05-14,36.5854
