ticker,KCPC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-05,66.6667
2000-01-11,-40.0
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,0.0
2000-01-19,33.3333
2000-01-21,525.0
2000-01-25,-98.0
2000-01-28,0.0
2000-02-02,4900.0
2000-02-03,-90.0
2000-02-04,500.0
2000-02-07,33.3333
2000-02-08,0.0
2000-02-11,-50.0
2000-02-14,0.0
2000-02-16,50.0
2000-02-24,-33.3333
2000-02-25,0.0
2000-03-01,0.0
2000-03-02,0.0
2000-03-06,100.0
2000-03-07,-50.0
2000-03-08,-50.0
2000-03-15,100.0
2000-03-16,-50.0
2000-03-17,400.0
2000-03-20,0.0
2000-03-21,-80.0
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,100.0
2000-03-27,0.0
2000-03-28,0.0
2000-04-04,-50.0
2000-04-05,100.0
2000-04-06,-50.0
2000-04-10,300.0
2000-04-11,-75.0
2000-04-13,0.0
2000-04-17,0.0
2000-04-18,200.0
2000-04-19,0.0
2000-04-20,-66.6667
2000-04-28,56.25
2000-05-02,-36.0
2000-05-04,0.0
2000-05-22,0.0
2000-05-31,0.0
2000-06-05,0.0
2000-06-08,-10.0
2000-06-13,0.0
2000-06-14,0.0
2000-07-07,0.0
2000-07-14,0.0
2000-07-18,0.0
2000-07-25,0.0
2000-08-16,-22.2222
2000-08-22,-28.5714
2000-08-23,-20.0
2000-08-24,0.0
2000-08-29,0.0
2000-09-26,0.0
2000-09-27,0.0
2000-10-05,0.0
2000-10-24,25.0
2000-10-25,0.0
2000-10-27,-60.0
2000-11-01,100.0
2000-11-02,-50.0
2000-11-06,-50.0
2000-11-08,100.0
2000-11-10,0.0
2000-11-14,0.0
2000-11-21,0.0
2000-11-27,0.0
2000-11-29,-50.0
2000-11-30,100.0
2000-12-05,0.0
2000-12-06,0.0
2000-12-07,0.0
2000-12-08,0.0
2000-12-13,0.0
2000-12-15,0.0
2000-12-18,0.0
2000-12-19,0.0
2000-12-20,0.0
2000-12-21,0.0
2000-12-22,0.0
2000-12-26,0.0
2000-12-27,0.0
2000-12-28,0.0
2000-12-29,0.0
2001-01-02,0.0
2001-01-04,0.0
2001-01-08,0.0
2001-01-09,0.0
2001-01-26,0.0
2001-02-13,100.0
2001-03-12,-25.0
2001-03-13,-33.3333
2001-03-19,-40.625
2001-04-10,573.6842
2001-04-12,-75.0
2001-04-26,50.0
2001-04-30,-33.3333
2001-05-03,-40.625
2001-05-14,0.0
