ticker,NYMX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.5455
2000-01-04,23.8095
2000-01-05,7.6923
2000-01-06,0.0
2000-01-07,-12.5
2000-01-10,0.0
2000-01-11,0.0
2000-01-12,-2.0408
2000-01-13,8.3333
2000-01-14,-3.8462
2000-01-18,-4.0
2000-01-19,4.1667
2000-01-20,-4.0
2000-01-21,0.0
2000-01-24,8.3333
2000-01-25,5.7692
2000-01-26,0.0
2000-01-27,-9.0909
2000-01-28,2.0
2000-01-31,-5.8824
2000-02-01,0.0
2000-02-02,0.0
2000-02-03,3.125
2000-02-04,-3.0303
2000-02-07,11.4583
2000-02-08,0.9346
2000-02-09,7.4074
2000-02-10,24.1379
2000-02-11,15.2778
2000-02-14,13.253
2000-02-15,-10.6383
2000-02-16,-7.1429
2000-02-17,-2.5641
2000-02-18,10.526299999999999
2000-02-22,9.5238
2000-02-23,10.8696
2000-02-24,-5.8824
2000-02-25,-12.5
2000-02-28,8.3333
2000-02-29,-4.3956
2000-03-01,16.092
2000-03-02,16.8317
2000-03-03,35.5932
2000-03-06,-3.75
2000-03-07,-17.5325
2000-03-08,25.1969
2000-03-09,-10.6918
2000-03-10,-3.5211
2000-03-13,-7.2993
2000-03-14,-7.874
2000-03-15,-5.1282
2000-03-16,-4.5045
2000-03-17,9.434
2000-03-20,-7.7586
2000-03-21,-15.8879
2000-03-22,-2.2222
2000-03-23,9.0909
2000-03-24,-2.0833
2000-03-27,4.2553
2000-03-28,-11.2245
2000-03-29,-14.9425
2000-03-30,-2.7027
2000-03-31,25.0
2000-04-03,-6.6667
2000-04-04,-7.1429
2000-04-05,-3.2051
2000-04-06,1.9868000000000001
2000-04-07,0.0
2000-04-10,-3.8961
2000-04-11,17.5676
2000-04-12,-17.2414
2000-04-13,-8.3333
2000-04-14,-33.3333
2000-04-17,36.3636
2000-04-18,10.0
2000-04-19,18.1818
2000-04-20,-7.6923
2000-04-24,-11.1111
2000-04-25,0.0
2000-04-26,-6.25
2000-04-27,-3.3333
2000-04-28,6.8966
2000-05-01,4.8387
2000-05-02,-3.0769
2000-05-03,14.2857
2000-05-04,-11.1111
2000-05-05,-12.5
2000-05-08,14.2857
2000-05-09,1.5625
2000-05-10,-1.5385
2000-05-11,0.0
2000-05-12,-6.25
2000-05-15,-3.3333
2000-05-16,0.8621
2000-05-17,-0.8547
2000-05-18,6.8966
2000-05-19,-1.6129
2000-05-22,-3.2787
2000-05-23,-8.4746
2000-05-24,-9.2593
