ticker,SYNJ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-05-16,-13.0435
2003-10-29,0.0
2003-11-05,-90.0
2003-11-06,1000.0
2003-11-07,13.6364
2003-11-10,6.0
2003-11-13,0.0
2003-11-14,1.8868
2003-11-17,25.9259
2003-11-20,-11.7647
2003-11-24,-20.0
2003-11-25,45.8333
2003-12-02,8.5714
2003-12-03,23.6842
2003-12-04,-4.2553
2003-12-05,0.0
2003-12-10,-24.4444
2003-12-11,17.647100000000002
2003-12-12,-10.0
2003-12-15,11.1111
2003-12-16,5.0
2003-12-17,-3.8095
2003-12-18,-0.9901
2003-12-19,0.0
2003-12-22,0.0
2003-12-23,1.0
2003-12-26,-0.9901
2003-12-29,3.5
2003-12-30,-3.3816
2003-12-31,-5.0
2004-01-02,-7.8947
2004-01-05,0.0
2004-01-06,-8.5714
2004-01-08,18.75
2004-01-09,-13.1579
2004-01-12,-3.6364
2004-01-13,-27.673000000000002
2004-01-14,30.4348
2004-01-15,0.0
2004-01-20,0.0
2004-01-21,-6.6667
2004-01-22,3.5714
2004-01-23,0.0
2004-01-26,0.0
2004-01-27,-3.4483
2004-01-28,0.0
2004-01-29,2.1429
2004-01-30,-5.5944
2004-02-02,0.0
2004-02-03,11.8519
2004-02-04,0.0
2004-02-05,5.9603
2004-02-06,-5.625
2004-02-09,-0.6623
2004-02-11,-13.3333
2004-02-12,-7.6923
2004-02-13,-33.3333
2004-02-17,16.25
2004-02-19,8.6022
2004-02-23,-15.8416
2004-02-24,3.5294
2004-02-25,7.9545
2004-02-26,-21.0526
2004-02-27,20.0
2004-03-01,0.0
2004-03-02,-16.6667
2004-03-04,20.0
2004-03-05,0.0
2004-03-09,0.0
2004-03-15,-12.2222
2004-03-16,-17.7215
2004-03-18,3.0769
2004-03-19,0.0
2004-03-24,-2.9851
2004-03-25,-6.1538
2004-03-26,9.8361
2004-03-29,10.4478
2004-03-31,-25.6757
2004-04-01,9.0909
2004-04-05,-25.0
2004-04-07,-11.1111
2004-04-08,0.0
2004-04-14,0.0
2004-04-15,0.0
2004-04-20,-5.0
2004-04-21,-5.2632
2004-04-26,-2.7778
2004-04-27,28.5714
2004-04-28,-22.2222
2004-04-29,28.5714
2004-05-07,-11.1111
2004-05-10,0.0
2004-05-20,0.0
2004-05-21,-25.0
2004-05-25,16.6667
2004-06-01,0.0
2004-06-08,0.0
2004-06-25,-2.8571
2004-06-29,-11.7647
2004-07-13,0.0
2004-07-15,-16.6667
2004-07-16,20.0
