ticker,HERB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-05-07,-1.3333
2004-05-10,-1.3514
2004-05-11,12.3288
2004-05-12,-1.2195
2004-05-13,3.7037
2004-05-14,-2.3810000000000002
2004-05-17,6.0976
2004-05-18,2.2989
2004-05-19,3.3708
2004-05-20,1.087
2004-05-21,3.2258
2004-05-24,3.125
2004-05-25,0.0
2004-05-26,-3.0303
2004-05-27,-16.6667
2004-05-28,7.5
2004-06-01,0.0
2004-06-02,0.0
2004-06-03,-6.9767
2004-06-04,2.5
2004-06-07,4.878
2004-06-08,2.3256
2004-06-09,2.2727
2004-06-10,2.2222
2004-06-15,-2.1739
2004-06-16,3.3333
2004-06-17,0.0
2004-06-18,0.0
2004-06-21,0.0
2004-06-22,-3.2258
2004-06-23,4.4444
2004-06-24,0.0
2004-06-25,3.1915
2004-06-29,1.0309
2004-06-30,1.0204
2004-07-01,1.0101
2004-07-02,2.0
2004-07-06,0.0
2004-07-07,0.0
2004-07-08,0.0
2004-07-09,6.3725
2004-07-12,-0.4608
2004-07-13,0.0
2004-07-14,1.8519
2004-07-15,0.9091
2004-07-16,-0.9009
2004-07-19,1.8182
2004-07-20,0.8929
2004-07-21,-2.6549
2004-07-22,2.7273
2004-07-23,1.7699
2004-07-26,-7.8261
2004-07-27,9.434
2004-07-28,0.8621
2004-07-29,0.8547
2004-07-30,0.0
2004-08-02,0.0
2004-08-03,0.0
2004-08-05,1.6949
2004-08-06,0.0
2004-08-09,0.0
2004-08-10,-5.8333
2004-08-11,0.708
2004-08-12,-3.3392
2004-08-13,1.8182
2004-08-16,-15.1786
2004-08-17,10.526299999999999
2004-08-18,0.0
2004-08-19,0.0
2004-08-20,0.0
2004-08-23,-9.5238
2004-08-24,0.0
2004-08-25,-5.2632
2004-08-26,0.0
2004-08-27,-3.3333
2004-08-30,9.1954
2004-08-31,5.2632
2004-09-01,-3.0
2004-09-02,0.0
2004-09-03,-2.0619
2004-09-07,-5.2632
2004-09-08,-11.1111
2004-09-09,12.5
2004-09-10,5.5556
2004-09-14,0.0
2004-09-15,-7.3684
2004-09-16,2.2727
2004-09-17,0.0
2004-09-20,-5.5556
2004-09-21,0.0
2004-09-22,0.0
2004-09-23,-15.2941
2004-09-27,-6.3889
2004-09-28,9.1988
2004-09-29,-4.8913
2004-09-30,2.8571
2004-10-01,0.0
2004-10-04,-2.7778
2004-10-05,2.0
2004-10-06,0.8403
2004-10-07,-1.3889
2004-10-08,1.4085
2004-10-11,-2.2222
