ticker,ROFO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-04-20,0.0
2000-04-24,4.5455
2000-04-25,-4.3478
2000-04-26,0.5682
2000-04-27,0.0
2000-04-28,-0.565
2000-05-01,0.0
2000-05-02,5.6818
2000-05-03,8.6022
2000-05-04,-1.9802
2000-05-05,-1.0101
2000-05-08,2.0408
2000-05-09,-2.0
2000-05-10,-4.0816
2000-05-11,2.1277
2000-05-12,-2.0833
2000-05-15,0.0
2000-05-16,1.0638
2000-05-17,-1.0526
2000-05-18,0.0
2000-05-19,-2.1277
2000-05-22,0.0
2000-05-23,0.0
2000-05-24,-2.1739
2000-05-25,-1.1111
2000-05-26,-1.1236
2000-05-30,0.0
2000-05-31,5.6818
2000-06-01,-2.1505
2000-06-02,0.0
2000-06-05,0.0
2000-06-06,-3.2967
2000-06-07,2.2727
2000-06-08,0.0
2000-06-09,-2.2222
2000-06-12,0.0
2000-06-13,0.0
2000-06-14,1.1364
2000-06-15,-14.6067
2000-06-16,-3.9474
2000-06-19,-23.2877
2000-06-20,-43.75
2000-06-21,6.3492
2000-06-22,1.4925
2000-06-23,0.0
2000-06-26,-3.3088
2000-06-27,0.3802
2000-06-28,-1.5152
2000-06-29,3.8462
2000-06-30,-0.7407
2000-07-03,0.0
2000-07-05,-1.4925
2000-07-06,1.5152
2000-07-07,1.4925
2000-07-10,10.2941
2000-07-11,0.0
2000-07-12,2.6667
2000-07-13,2.5974
2000-07-14,1.2658
2000-07-17,-0.625
2000-07-18,-0.6289
2000-07-19,3.7975
2000-07-20,2.439
2000-07-21,2.3810000000000002
2000-07-24,-5.814
2000-07-25,1.2346
2000-07-26,4.878
2000-07-27,5.814
2000-07-28,-3.2967
2000-07-31,-1.1364
2000-08-01,2.2989
2000-08-02,-1.1236
2000-08-03,1.1364
2000-08-04,1.1236
2000-08-07,3.3333
2000-08-08,1.0753
2000-08-09,1.0638
2000-08-10,1.0526
2000-08-11,0.0
2000-08-14,0.0
2000-08-15,3.6458
2000-08-16,-1.5074999999999998
2000-08-17,3.0612
2000-08-18,-2.9703
2000-08-21,1.0204
2000-08-22,5.0505
2000-08-23,0.0
2000-08-24,-2.8846
2000-08-25,0.9901
2000-08-28,-1.9607999999999999
2000-08-29,2.0
2000-08-30,-0.9804
2000-08-31,0.9901
2000-09-01,5.8824
2000-09-05,-3.7037
2000-09-06,1.9231
2000-09-07,-3.7736
2000-09-08,0.0
2000-09-11,0.0
2000-09-12,0.9804
2000-09-13,1.9417
