ticker,WRMA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-03-14,-16.6667
2005-03-18,22.5
2005-03-23,-2.0408
2005-03-24,0.8333
2005-03-28,28.0992
2005-04-13,-6.4516
2005-04-14,0.0
2005-04-15,0.0
2005-04-19,3.4483
2005-04-22,0.0
2005-04-25,0.0
2005-05-12,0.0
2005-05-16,0.0
2005-06-07,-6.6667
2005-06-08,-10.7143
2005-06-28,12.0
2005-07-18,0.0
2005-08-12,-1.4285999999999999
2005-08-30,-5.7971
2005-09-09,0.0
2005-10-10,-3.8462
2005-10-11,4.8
2005-10-12,33.5878
2005-10-13,20.0
2005-10-14,0.4762
2005-10-17,1.8957000000000002
2005-10-18,20.9302
2005-10-19,36.5385
2005-10-20,9.8592
2005-10-21,-21.7949
2005-10-24,37.7049
2005-10-25,34.5238
2005-10-26,-2.6549
2005-10-27,-9.0909
2005-10-28,-2.0
2005-10-31,-4.0816
2005-11-01,44.2553
2005-11-02,1.7699
2005-11-03,6.5217
2005-11-04,-10.2041
2005-11-07,-11.3636
2005-11-08,9.2308
2005-11-09,3.2864
2005-11-10,-1.3636
2005-11-11,-7.3733
2005-11-14,14.4279
2005-11-15,0.8696
2005-11-16,1.2931
2005-11-17,-2.9787
2005-11-18,-3.5088
2005-11-21,-3.1818
2005-11-22,3.2864
2005-11-23,-8.6364
2005-11-25,-11.4428
2005-11-28,10.1124
2005-11-29,-1.5306
2005-11-30,-6.7358
2005-12-01,-16.6667
2005-12-02,-8.0
2005-12-05,15.942
2005-12-06,18.75
2005-12-07,-7.8947
2005-12-08,-3.4286
2005-12-09,4.7337
2005-12-12,4.5198
2005-12-13,-1.0811
2005-12-14,-2.7321999999999997
2005-12-15,-0.5618
2005-12-16,-0.565
2005-12-19,-6.25
2005-12-20,-6.0606
2005-12-21,7.7419
2005-12-22,-2.3952
2005-12-23,-0.6135
2005-12-27,0.0
2005-12-28,4.321
2005-12-29,-3.5503
2005-12-30,-0.6135
2006-01-03,4.9383
2006-01-04,2.9412000000000003
2006-01-05,1.7143000000000002
2006-01-06,3.9326
2006-01-09,-3.2432
2006-01-10,1.1173
2006-01-11,-0.5525
2006-01-12,-2.2222
2006-01-13,-3.4091
2006-01-17,-6.4706
2006-01-18,0.6289
2006-01-19,0.0
2006-01-20,3.125
2006-01-23,5.4545
2006-01-24,1.7241
2006-01-25,-10.1695
2006-01-26,3.7736
2006-01-27,5.4545
2006-01-30,2.8736
2006-01-31,-1.1173
2006-02-01,-1.1299
