ticker,WAKE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.9434
2000-01-04,-2.8037
2000-01-19,3.8462
2000-01-28,-5.5556
2000-01-31,9.8039
2000-02-02,0.0
2000-02-03,-3.5714
2000-02-18,-7.4074
2000-02-23,0.0
2000-02-25,2.0
2000-03-08,0.0
2000-04-10,-3.0087
2000-04-11,0.0
2000-04-14,-18.3673
2000-05-03,15.0
2000-05-26,10.8696
2000-06-01,-9.8039
2000-06-07,7.6087
2000-06-27,-4.0404
2000-06-30,1.0208
2000-07-12,0.0
2000-07-13,0.0
2000-07-24,5.2632
2000-07-25,0.0
2000-07-26,-1.0
2000-08-17,-3.0303
2000-08-23,4.1667
2000-08-24,-4.0
2000-08-31,5.2083
2000-09-11,0.9901
2000-09-19,-5.8824
2000-09-25,0.0
2000-10-02,1.0101
2000-10-03,0.0
2000-10-13,0.0
2000-10-17,1.0417
2000-10-19,-5.1546
2000-10-20,1.087
2000-11-02,0.0
2000-11-06,4.3011
2000-11-07,2.0619
2000-11-16,0.0
2000-11-24,3.0303
2000-12-11,-5.8824
2000-12-12,0.0
2000-12-14,0.0
2000-12-15,0.0
2000-12-19,3.125
2000-12-20,-2.0202
2001-01-02,0.9996
2001-01-09,8.2474
2001-01-10,-7.619
2001-01-11,0.0
2001-01-12,3.0928
2001-01-16,4.0
2001-01-17,-2.8846
2001-01-25,-2.9703
2001-02-02,5.102
2001-02-08,-0.1942
2001-02-09,-2.7237
2001-02-22,4.0
2001-02-23,0.0
2001-03-06,-1.9231
2001-03-29,4.9089
2001-04-03,2.8302
2001-04-04,-2.7523
2001-04-06,0.9434
2001-04-16,0.9346
2001-05-07,3.7037
2001-05-08,0.0
2001-06-18,3.5714
2001-06-19,5.1724
2001-06-20,1.6393
2001-06-27,10.4516
2001-06-28,-4.1176
2001-06-29,-0.3067
2001-07-02,-3.0769
2001-07-05,0.0
2001-07-09,3.1746
2001-07-10,1.5385
2001-07-11,-3.0303
2001-07-16,-1.5625
2001-07-17,3.1746
2001-07-26,3.0769
2001-08-01,-2.9851
2001-08-02,0.0
2001-08-06,3.0769
2001-08-07,0.0
2001-08-08,-1.4925
2001-08-10,1.8182
2001-08-17,-0.8929
2001-08-20,2.1021
2001-08-23,6.1765
2001-08-24,-5.8172
2001-08-29,-0.5882
2001-09-06,0.5917
2001-09-17,0.0
2001-09-19,-1.4706000000000001
2001-09-24,1.4925
2001-10-01,-1.0664
2001-10-04,-1.7964
2001-10-12,-2.1341
