ticker,HTRC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-04-24,200.0
2000-08-04,0.0
2000-08-07,0.0
2000-08-11,166.6667
2000-10-17,-62.5
2000-11-21,0.0
2000-12-15,0.0
2000-12-19,0.0
2000-12-29,0.0
2001-02-05,0.0
2001-02-20,-66.6667
2001-04-23,0.0
2001-08-23,0.0
2001-10-12,0.0
2001-12-21,0.0
2002-01-04,0.0
2002-08-14,0.0
2002-10-16,0.0
2002-12-06,0.0
2002-12-12,0.0
2002-12-19,0.0
2002-12-20,0.0
2002-12-26,50.0
2003-01-02,0.0
2003-01-14,-33.3333
2003-02-05,0.0
2003-04-16,0.0
2003-06-25,0.0
2003-07-28,0.0
2003-07-31,0.0
2003-09-09,0.0
2003-09-17,0.0
2003-10-21,0.0
2003-10-28,600.0
2003-10-31,71.4286
2003-11-06,-91.6667
2003-11-21,400.0
2003-12-19,-99.75
2004-01-21,47900.0
2004-01-27,16.6667
2004-02-02,14.2857
2004-02-05,43.75
2004-02-09,73.913
2004-02-11,-15.0
2004-02-12,0.0
2004-02-18,-11.7647
2004-02-23,0.0
2004-02-25,33.3333
2004-02-27,0.0
2004-03-02,-50.0
2004-03-03,30.0
2004-03-10,38.4615
2004-03-11,-16.6667
2004-03-15,0.0
2004-03-17,-20.0
2004-03-24,33.3333
2004-03-25,-25.0
2004-03-29,0.0
2004-03-31,33.3333
2004-04-01,25.0
2004-04-05,50.0
2004-04-06,0.0
2004-04-07,-3.3333
2004-04-08,-17.2414
2004-04-16,-25.0
2004-04-21,-5.5556
2004-04-22,-28.8235
2004-04-23,-9.0909
2004-04-27,-9.0909
2004-04-29,10.0
2004-05-05,0.0
2004-05-06,0.0
2004-05-10,-9.0909
2004-05-12,10.0
2004-05-17,36.3636
2004-05-21,-26.6667
2004-05-24,0.0
2004-05-26,0.0
2004-06-02,0.0
2004-06-07,0.0
2004-06-16,36.3636
2004-06-18,0.0
2004-06-21,-26.6667
2004-07-06,36.3636
2004-07-08,-26.6667
2004-07-09,36.3636
2004-07-21,-26.6667
2004-07-22,54.5455
2004-07-26,-35.2941
2004-07-27,0.0
2004-08-12,9.0909
2004-09-14,8.3333
2004-09-21,-15.3846
2004-09-28,-9.0909
2004-09-30,-10.0
2004-10-04,44.4444
2004-10-19,-30.7692
2004-10-25,33.3333
2004-10-28,-25.0
2004-11-02,0.0
2004-11-10,0.0
2004-11-16,33.3333
2004-11-23,-25.0
2004-11-24,0.0
2004-12-01,0.0
2004-12-13,0.0
