ticker,URHG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-10,0.0
2000-01-20,0.0
2000-02-02,0.0
2000-02-04,-50.0
2000-02-10,0.0
2000-03-07,0.0
2000-03-27,100.0
2000-04-05,-84.0
2000-04-13,0.0
2000-07-26,0.0
2000-08-01,0.0
2000-10-10,0.0
2000-10-17,0.0
2000-11-02,0.0
2000-12-15,0.0
2000-12-22,0.0
2000-12-28,0.0
2001-01-08,0.0
2001-01-23,200.0
2001-05-08,-66.6667
2001-08-23,200.0
2001-08-24,0.0
2001-09-18,66.6667
2001-12-31,-70.0
2002-01-14,0.0
2002-01-25,0.0
2002-01-30,100.0
2002-02-01,83.3333
2002-04-09,-45.4545
2002-04-25,0.0
2002-06-25,33.3333
2002-07-05,0.0
2002-07-29,0.0
2002-08-28,-25.0
2002-08-30,0.0
2002-09-04,0.0
2002-09-06,0.0
2002-10-11,0.0
2002-11-08,0.0
2002-12-03,-33.3333
2002-12-11,0.0
2002-12-12,175.0
2002-12-18,9.0909
2002-12-23,-25.0
2002-12-26,22.2222
2003-01-09,-27.2727
2003-01-27,-25.0
2003-01-28,66.6667
2003-02-20,-40.0
2003-05-06,33.3333
2003-05-28,0.0
2003-05-29,0.0
2003-06-24,0.0
2003-06-25,0.0
2003-08-04,50.0
2003-08-08,0.0
2003-08-11,-16.6667
2003-08-21,0.0
2003-08-27,0.0
2003-08-29,0.0
2003-10-09,0.0
2003-10-14,0.0
2003-10-29,0.0
2003-11-13,0.0
2003-11-14,80.0
2003-11-21,33.3333
2003-11-24,0.0
2003-12-04,108.3333
2003-12-05,-40.0
2003-12-08,66.6667
2003-12-09,52.0
2003-12-10,13.1579
2003-12-11,16.2791
2003-12-12,2.0
2003-12-26,0.0
2003-12-30,66.6667
2003-12-31,-17.647100000000002
2004-01-05,0.0
2004-01-06,-7.1429
2004-01-09,0.0
2004-01-12,-7.6923
2004-01-13,0.0
2004-01-14,0.0
2004-01-20,1.6667
2004-01-23,-9.8361
2004-01-26,0.0
2004-01-27,0.0
2004-01-28,0.0
2004-02-10,18.1818
2004-02-12,-7.6923
2004-02-17,5.0
2004-02-20,-12.6984
2004-02-23,-3.6364
2004-02-26,22.6415
2004-03-09,-15.3846
2004-03-11,0.0
2004-03-15,16.3636
2004-03-16,-14.0625
2004-03-22,0.0
2004-03-23,0.0
2004-03-24,16.3636
2004-04-19,-14.0625
2004-04-20,-9.0909
2004-04-27,-30.0
2004-04-30,28.5714
2004-05-03,0.0
