ticker,SFIO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-10-11,0.0
2004-10-12,26.6667
2004-10-13,14.0351
2004-10-14,12.3077
2004-10-15,0.0
2004-10-18,8.2192
2004-10-19,1.2658
2004-10-20,-2.5
2004-10-21,0.0
2004-10-22,2.5641
2004-10-25,-13.75
2004-10-26,-4.3478
2004-10-27,-7.5758
2004-10-28,-14.7541
2004-10-29,0.0
2004-11-01,-23.0769
2004-11-02,-50.0
2004-11-03,0.0
2004-11-04,0.0
2004-11-05,0.0
2004-11-08,30.0
2004-11-09,-15.3846
2004-11-10,0.0
2004-11-11,-18.1818
2004-11-12,22.2222
2004-11-15,-13.6364
2004-11-16,15.2632
2004-11-17,-13.242
2004-11-18,-7.8947
2004-11-19,-8.5714
2004-11-22,3.125
2004-11-23,21.2121
2004-11-24,-15.0
2004-11-26,11.7647
2004-11-29,-31.5789
2004-11-30,0.0
2004-12-01,38.4615
2004-12-02,-38.8889
2004-12-03,43.6364
2004-12-06,-17.7215
2004-12-07,-7.6923
2004-12-08,-16.6667
2004-12-09,-10.0
2004-12-10,11.1111
2004-12-13,10.0
2004-12-14,0.0
2004-12-16,-27.2727
2004-12-17,-12.5
2004-12-20,0.0
2004-12-21,0.0
2004-12-22,-14.2857
2004-12-23,-16.6667
2004-12-27,-20.0
2004-12-28,75.0
2004-12-29,-28.5714
2004-12-30,-20.0
2004-12-31,25.0
2005-01-04,-20.0
2005-01-05,25.0
2005-01-06,-10.0
2005-01-10,6.6667
2005-01-11,0.0
2005-01-12,-37.5
2005-01-13,33.3333
2005-01-14,25.0
2005-01-18,0.0
2005-01-19,0.0
2005-01-20,0.0
2005-01-21,-20.0
2005-01-25,0.0
2005-01-26,-50.0
2005-01-27,95.0
2005-02-11,-97.4359
2005-02-15,1100.0
2005-02-18,66.6667
2005-02-22,100.0
2005-02-23,22.5
2005-02-25,10.2041
2005-03-02,29.6296
2005-03-07,0.0
2005-03-09,0.0
2005-03-14,-41.4286
2005-03-15,-99.6951
2005-03-16,0.0
2005-03-17,23900.0
2005-04-04,-66.6667
2005-04-06,100.0
2005-04-15,-99.375
2005-05-05,0.0
2005-05-18,0.0
2005-05-20,0.0
2005-07-11,0.0
2005-07-14,11900.0
2005-07-15,-99.1667
2005-07-21,0.0
2005-08-08,23900.0
2005-08-17,-99.5833
2005-08-24,3900.0
2005-08-30,400.0
2005-09-14,-99.5
2005-09-20,700.0
2005-09-29,-87.5
2005-10-26,0.0
2005-11-15,700.0
