ticker,EFIN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,1.4706000000000001
2000-01-13,0.0
2000-02-09,0.0
2000-02-25,0.7246
2000-04-14,1.0684
2000-04-18,0.0
2000-04-19,0.0
2000-04-20,0.0
2000-04-26,0.0
2000-05-22,0.0
2000-05-23,0.0
2000-05-24,0.0
2000-07-31,0.344
2000-08-03,1.4285999999999999
2000-08-08,0.0
2000-08-29,0.0
2000-09-12,0.0
2000-10-31,0.3959
2000-11-07,0.0
2000-11-24,0.0
2000-12-28,0.7378
2001-01-12,0.0
2001-03-06,-21.1268
2001-03-16,0.0
2001-03-29,-4.8816
2001-05-11,1.8868
2001-06-06,3.7037
2001-07-20,2.2972
2001-09-25,0.4937
2001-10-03,-0.8772
2001-10-04,0.0
2001-10-19,0.885
2001-11-27,-5.2632
2001-12-04,0.0
2001-12-11,0.0
2001-12-27,1.0479
2001-12-31,-3.7037
2002-01-03,0.0
2002-01-08,-19.2308
2002-01-10,0.0
2002-01-11,2.3810000000000002
2002-01-14,-6.9767
2002-01-17,12.5
2002-03-08,0.0
2002-03-12,0.0
2002-05-08,0.6261
2002-06-25,0.6261
2002-07-11,1.6
2002-07-18,-1.5748
2002-07-19,0.0
2002-08-06,-6.6667
2002-08-16,0.0
2002-08-22,-4.7619
2002-09-03,5.0
2002-09-13,0.0
2002-09-16,0.0
2002-09-23,-4.0307
2002-09-25,7.5
2002-09-30,-8.1395
2002-10-02,8.8608
2002-10-10,0.0
2002-10-21,1.1628
2002-10-25,1.1494
2002-11-19,0.0
2002-11-20,-5.6818
2002-11-25,1.2048
2002-12-16,-1.1905000000000001
2002-12-18,6.0241
2002-12-19,0.0
2003-01-09,-7.7491
2003-01-14,5.0
2003-01-22,4.7619
2003-01-24,0.0
2003-02-14,-9.0909
2003-02-18,5.0
2003-03-12,8.3333
2003-03-21,0.0
2003-04-28,0.7083
2003-05-07,1.0989
2003-06-12,2.1739
2003-06-24,0.6855
2003-06-25,-23.4043
2003-07-17,31.9444
2003-07-21,2.1053
2003-07-23,-1.0309
2003-07-24,2.2917
2003-08-13,1.833
2003-09-09,0.0
2003-09-10,0.0
2003-09-11,0.0
2003-09-12,0.0
2003-09-16,0.0
2003-09-23,-2.9791
2003-09-29,1.6598000000000002
2003-09-30,0.0
2003-10-01,0.0
2003-10-03,0.0
2003-11-10,0.0
2003-11-11,2.0408
2003-11-12,0.0
2003-11-13,0.0
2003-11-14,-2.0
2003-11-18,-1.2245
2003-11-20,-0.8264
