ticker,RDGL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,0.0
2000-01-05,33.3333
2000-01-07,-25.0
2000-01-11,-66.6667
2000-01-12,200.0
2000-01-20,0.0
2000-01-21,0.0
2000-01-24,166.6667
2000-01-31,-75.0
2000-02-15,0.0
2000-02-22,100.0
2000-02-24,-25.0
2000-02-29,-33.3333
2000-03-03,0.0
2000-03-09,0.0
2000-04-10,0.0
2000-04-12,0.0
2000-04-25,150.0
2000-04-27,-60.0
2000-04-28,150.0
2000-05-11,-60.0
2000-05-24,0.0
2000-05-30,0.0
2000-06-01,0.0
2000-06-05,0.0
2000-06-28,50.0
2000-07-12,-33.3333
2000-07-14,100.0
2000-07-21,50.0
2000-07-24,-41.6667
2000-07-26,-28.5714
2000-08-09,180.0
2000-08-11,-57.1429
2000-08-15,100.0
2000-08-29,-50.0
2000-09-08,-33.3333
2000-09-15,15.0
2000-09-27,30.4348
2000-10-13,-10.0
2000-10-17,0.0
2000-10-24,-22.2222
2000-10-26,0.0
2000-11-06,9.5238
2000-11-08,-30.4348
2000-11-09,-6.25
2000-11-20,0.0
2000-11-27,0.0
2000-12-07,0.0
2000-12-08,66.6667
2000-12-12,-40.0
2000-12-18,0.0
2000-12-19,0.0
2000-12-21,-26.6667
2000-12-28,0.0
2001-01-19,81.8182
2001-01-24,50.0
2001-01-25,-16.6667
2001-01-29,20.0
2001-02-01,-16.6667
2001-02-05,0.0
2001-02-12,8.0
2001-02-15,20.3704
2001-02-16,-7.6923
2001-02-20,-10.0
2001-02-21,-7.4074
2001-02-22,0.0
2001-02-26,-56.0
2001-03-14,0.0
2001-04-16,0.0
2001-06-22,-9.0909
2001-08-08,0.0
2001-08-20,-50.0
2001-08-24,0.0
2001-08-31,300.0
2001-09-04,-40.0
2001-09-18,-16.6667
2001-09-20,-48.75
2001-10-16,-2.439
2001-10-19,-86.25
2001-11-08,627.2727
2001-11-14,0.0
2001-12-07,0.0
2001-12-20,0.0
2001-12-21,0.0
2001-12-26,20.0
2001-12-27,0.0
2001-12-28,0.0
2002-01-03,0.0
2002-01-09,33.3333
2002-02-12,-12.5
2002-02-19,-14.2857
2002-03-04,-16.6667
2002-03-07,0.0
2002-03-14,0.0
2002-03-25,0.0
2002-05-23,0.0
2002-06-19,-60.0
2002-07-05,0.0
2002-08-19,0.0
2002-08-29,0.0
2002-09-05,0.0
2002-09-10,150.0
2002-09-11,-60.0
2002-10-08,0.0
2002-10-10,0.0
