ticker,SCFR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-02-11,0.0
2003-02-12,2.1277
2003-02-13,1.25
2003-02-14,2.8807
2003-02-18,-0.8
2003-02-19,-1.2097
2003-02-20,-1.2245
2003-02-21,1.6529
2003-02-24,4.4715
2003-02-25,-2.7237
2003-02-26,2.0
2003-02-27,1.1764999999999999
2003-02-28,0.7752
2003-03-03,0.0
2003-03-04,3.8462
2003-03-05,-0.7407
2003-03-06,-1.1194
2003-03-07,2.2641999999999998
2003-03-10,1.476
2003-03-11,-1.8182
2003-03-12,1.8519
2003-03-13,1.8182
2003-03-14,1.4285999999999999
2003-03-17,-1.4085
2003-03-18,1.7856999999999998
2003-03-19,-1.7544
2003-03-20,1.7856999999999998
2003-03-21,1.7544
2003-03-24,0.0
2003-03-25,-1.7241
2003-03-26,-1.7544
2003-03-27,0.0
2003-03-28,1.0714
2003-03-31,1.7668
2003-04-01,-4.5139
2003-04-02,1.4545
2003-04-03,-1.4337
2003-04-04,3.6364
2003-04-07,0.0
2003-04-08,-3.5088
2003-04-09,1.8182
2003-04-10,2.1429
2003-04-11,-2.0979
2003-04-14,-2.5
2003-04-15,4.3956
2003-04-16,-0.7018
2003-04-17,0.7067
2003-04-21,1.7544
2003-04-22,-1.7241
2003-04-23,1.7544
2003-04-24,-1.7241
2003-04-25,1.7544
2003-04-28,-1.7241
2003-04-29,2.807
2003-04-30,3.413
2003-05-01,2.3102
2003-05-02,0.9677
2003-05-05,-0.9585
2003-05-06,1.9355
2003-05-07,2.8481
2003-05-08,3.0769
2003-05-09,1.4925
2003-05-12,-0.5882
2003-05-13,0.8876
2003-05-14,2.6393
2003-05-15,-3.7143
2003-05-16,3.8576
2003-05-19,-0.7143
2003-05-20,0.0
2003-05-21,2.1583
2003-05-22,-1.4085
2003-05-23,0.0
2003-05-27,2.8571
2003-05-28,-3.8889
2003-05-29,-0.289
2003-05-30,-4.3478
2003-06-02,3.0303
2003-06-03,-2.9412000000000003
2003-06-04,0.0
2003-06-05,-0.303
2003-06-06,-7.2948
2003-06-09,-1.6393
2003-06-10,-8.3333
2003-06-11,-18.1818
2003-06-12,-11.1111
2003-06-16,-13.5
2003-06-17,12.7168
2003-06-18,-23.0769
2003-06-19,20.0
2003-06-23,-19.4444
2003-06-30,-3.4483
2003-07-07,0.0
2003-07-08,15.7143
2003-07-10,0.0
2003-07-11,-1.8519
2003-07-22,-11.9497
2003-07-24,-10.7143
2003-07-25,28.0
2003-07-31,-25.0
