ticker,FSRL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-03-31,0.8511
2004-04-06,0.0
2004-04-07,-0.4219
2004-04-08,-4.661
2004-04-12,-4.3556
2004-04-14,-6.5985
2004-04-15,-0.4975
2004-04-19,-5.0
2004-04-22,12.6316
2004-04-23,-4.2056000000000004
2004-04-26,0.0
2004-04-28,0.0
2004-04-30,-1.9512
2004-05-04,1.99
2004-05-06,1.4634
2004-05-07,3.3654
2004-05-10,-2.3256
2004-05-21,4.7619
2004-05-28,2.2727
2004-06-02,-2.2222
2004-06-03,-4.5455
2004-06-04,0.0
2004-06-14,0.0
2004-06-16,4.7619
2004-06-18,-3.1818
2004-06-22,0.939
2004-06-24,0.0
2004-06-25,0.0
2004-06-29,0.9302
2004-07-06,0.0
2004-07-08,17.5115
2004-07-09,1.9607999999999999
2004-07-16,15.3846
2004-07-21,20.0
2004-07-22,-16.3889
2004-07-23,-0.3322
2004-07-26,-13.3333
2004-07-29,15.3077
2004-07-30,0.0
2004-08-02,-3.2688
2004-08-03,-17.2414
2004-08-05,4.1667
2004-08-12,8.0
2004-08-17,-3.7037
2004-08-20,0.0
2004-08-24,-5.7692
2004-08-30,-2.0408
2004-08-31,1.6667
2004-09-02,0.4098
2004-09-07,6.1224
2004-09-08,9.6154
2004-09-09,-8.7719
2004-09-13,-3.8462
2004-09-15,-2.0
2004-09-16,-2.0408
2004-09-17,2.0833
2004-09-22,-2.0408
2004-09-24,0.0
2004-09-27,0.0
2004-10-06,0.0
2004-10-12,0.0
2004-10-15,2.0833
2004-10-18,-6.1224
2004-10-19,4.3478
2004-11-03,12.5
2004-11-05,0.0
2004-11-09,-1.8519
2004-11-10,1.8113000000000001
2004-11-12,-7.4129
2004-11-15,6.0849
2004-11-16,-3.3962
2004-11-23,-0.3906
2004-11-24,0.0
2004-11-29,-5.098
2004-11-30,3.3058
2004-12-01,0.0
2004-12-03,2.0
2004-12-06,-1.8824
2004-12-07,1.9184999999999999
2004-12-08,0.0
2004-12-10,-1.1764999999999999
2004-12-15,2.7778
2004-12-16,-2.7027
2004-12-17,-0.7937
2004-12-22,0.0
2004-12-27,0.8
2004-12-29,-0.7937
2004-12-30,0.4
2005-01-03,2.7888
2005-01-04,0.0
2005-01-12,0.7752
2005-01-18,6.7692
2005-01-24,0.8646
2005-01-25,-3.5714
2005-01-26,3.7037
2005-01-31,0.0
2005-02-01,0.0
2005-02-02,-1.7856999999999998
2005-02-07,0.0
2005-02-10,0.0
2005-02-11,0.0
