ticker,TBTC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-10-04,45.4545
2000-10-24,-31.25
2000-10-25,81.8182
2000-11-07,-45.0
2000-11-15,125.4545
2000-11-16,0.0
2000-11-24,-4.5161
2000-12-21,4.7297
2001-01-19,-27.4194
2001-01-26,0.0
2001-02-22,-44.4444
2001-03-05,10.0
2001-03-06,4.5455
2001-03-07,-29.0435
2001-03-08,4.1667
2001-03-12,-5.8824
2001-03-14,6.25
2001-03-27,5.8824
2001-04-03,-27.7778
2001-04-17,-7.6923
2001-04-20,-33.3333
2001-04-23,20.0
2001-04-25,10.0
2001-04-27,-15.1515
2001-05-01,-10.7143
2001-05-08,0.0
2001-05-14,-20.0
2001-05-29,-25.0
2001-06-07,-26.6667
2001-06-08,45.4545
2001-06-11,150.0
2001-06-28,12.5
2001-06-29,0.0
2001-07-03,0.0
2001-07-05,-4.4444
2001-07-06,0.0
2001-07-09,0.0
2001-07-10,27.907
2001-07-24,54.5455
2001-07-26,-5.8824
2001-07-27,-31.25
2001-07-31,-9.0909
2001-08-01,10.0
2001-08-07,-7.2727
2001-08-13,-11.7647
2001-08-14,0.0
2001-08-16,-4.4444
2001-08-20,-23.2558
2001-08-29,21.2121
2001-08-30,7.5
2001-08-31,11.6279
2001-09-05,-16.6667
2001-09-17,-12.25
2001-09-25,-0.2849
2001-09-28,8.5714
2001-10-08,-13.1579
2001-10-19,6.0606
2001-10-22,-5.7143
2001-10-23,-24.2424
2001-10-25,-16.0
2001-10-26,33.3333
2001-11-02,10.7143
2001-11-13,-38.7097
2001-11-20,-15.7895
2001-11-21,12.5
2001-12-04,-16.6667
2001-12-14,33.3333
2001-12-20,40.0
2001-12-28,-10.7143
2002-02-11,-40.0
2002-02-13,-33.3333
2002-02-14,0.0
2002-02-19,60.0
2002-02-21,-12.5
2002-02-25,0.0
2002-03-07,221.4286
2002-03-08,-37.7778
2002-03-25,28.5714
2002-03-26,-16.6667
2002-04-02,0.0
2002-05-02,6.6667
2002-05-23,0.0
2002-06-12,71.875
2002-06-14,-9.0909
2002-06-19,2.0
2002-06-28,0.0
2002-07-01,0.0
2002-07-08,-49.0196
2002-07-10,-3.8462
2002-07-19,32.0
2002-08-12,-30.303
2002-08-23,-23.913
2002-10-04,31.4286
2002-10-15,-34.7826
2002-10-24,20.0
2002-11-05,0.0
2002-11-06,38.8889
2002-11-08,-12.0
2002-11-14,4.5455
2002-11-18,-8.6957
2002-11-19,9.5238
2002-11-20,0.0
