ticker,EAUI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-05-11,0.0
2004-05-12,0.0
2004-05-13,0.0
2004-05-14,3.75
2004-05-18,-3.6145
2004-05-19,6.25
2004-05-20,-5.8824
2004-05-21,12.5
2004-05-27,-7.7778
2004-05-28,8.4337
2004-06-01,5.5556
2004-06-02,0.0
2004-06-03,-5.2632
2004-06-04,22.2222
2004-06-07,1.8182
2004-06-08,2.6786
2004-06-09,-3.4783
2004-06-10,-0.9009
2004-06-14,4.5455
2004-06-15,0.0
2004-06-16,-3.4783
2004-06-17,2.7027
2004-06-18,-6.1404
2004-06-22,-6.5421
2004-06-23,1.0
2004-06-24,3.9604
2004-06-25,-4.7619
2004-06-28,0.0
2004-06-29,-4.0
2004-06-30,2.0833
2004-07-01,0.0
2004-07-02,-4.0816
2004-07-06,0.0
2004-07-07,-1.0638
2004-07-08,-11.828
2004-07-09,4.878
2004-07-12,-1.1628
2004-07-13,5.8824
2004-07-14,4.4444
2004-07-15,-2.1277
2004-07-19,2.1739
2004-07-20,0.0
2004-07-23,0.0
2004-07-27,-4.2553
2004-07-28,0.0
2004-07-30,0.6667
2004-08-03,0.0
2004-08-04,0.0
2004-08-05,-3.9735
2004-08-06,0.0
2004-08-09,3.4483
2004-08-10,-3.3333
2004-08-11,-1.1494
2004-08-12,1.1628
2004-08-13,2.2989
2004-08-16,-2.2472
2004-08-17,3.4483
2004-08-18,0.0
2004-08-19,0.0
2004-08-20,0.0
2004-08-23,3.3333
2004-08-24,-3.2258
2004-08-25,0.0
2004-08-26,4.4444
2004-08-27,-2.1277
2004-08-30,0.0
2004-09-01,0.0
2004-09-02,-6.5217
2004-09-03,-1.1628
2004-09-07,0.0
2004-09-08,5.8824
2004-09-09,0.0
2004-09-10,0.0
2004-09-14,1.1111
2004-09-15,-1.0989
2004-09-16,0.0
2004-09-17,-2.2222
2004-09-20,-3.4091
2004-09-21,0.0
2004-09-24,5.8824
2004-09-28,-6.6667
2004-09-29,0.0
2004-09-30,0.0
2004-10-01,3.5714
2004-10-04,1.1494
2004-10-05,-3.8636
2004-10-06,0.0
2004-10-07,0.0
2004-10-08,1.6548
2004-10-11,1.1628
2004-10-12,-2.2989
2004-10-13,-1.1764999999999999
2004-10-14,-4.7619
2004-10-15,0.0
2004-10-19,5.0
2004-10-20,-2.3810000000000002
2004-10-21,-2.6829
2004-10-22,6.5163
2004-10-25,-1.4118
2004-10-26,3.8186
2004-10-27,-4.5977
2004-10-28,-3.6145
