ticker,FNHC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.5455
2000-01-04,0.0
2000-01-05,1.5873
2000-01-06,25.0
2000-01-07,16.25
2000-01-10,-1.0753
2000-01-11,2.1739
2000-01-12,2.1277
2000-01-13,1.0417
2000-01-14,0.0
2000-01-18,1.0309
2000-01-19,1.0204
2000-01-20,-5.0505
2000-01-21,5.3191
2000-01-27,-7.0707
2000-01-28,7.6087
2000-01-31,-3.0303
2000-02-01,3.125
2000-02-03,-3.0303
2000-02-04,-4.1667
2000-02-07,-13.0435
2000-02-09,0.0
2000-02-11,0.0
2000-02-15,20.0
2000-02-16,8.3333
2000-02-17,-5.7692
2000-02-18,0.0
2000-02-22,12.2449
2000-02-24,-5.4545
2000-02-25,-1.9231
2000-02-28,0.0
2000-02-29,0.0
2000-03-01,0.0
2000-03-02,-1.9607999999999999
2000-03-03,4.0
2000-03-06,23.0769
2000-03-07,-5.8594
2000-03-08,-12.0332
2000-03-09,16.9811
2000-03-10,-9.2742
2000-03-13,3.1111
2000-03-14,-3.4483
2000-03-15,8.9286
2000-03-16,-9.8361
2000-03-17,-1.8182
2000-03-20,14.8148
2000-03-21,-9.6774
2000-03-22,7.1429
2000-03-23,-3.3333
2000-03-24,3.4483
2000-03-27,-10.0
2000-03-28,17.5926
2000-03-29,-5.5118
2000-03-31,0.0
2000-04-03,-8.3333
2000-04-04,0.0
2000-04-06,1.8182
2000-04-10,-3.5714
2000-04-11,3.7037
2000-04-12,0.0
2000-04-14,-10.7143
2000-04-17,0.0
2000-04-18,0.0
2000-04-19,-8.75
2000-04-20,-7.9452
2000-04-24,7.7381
2000-04-25,0.0
2000-04-27,6.0773
2000-04-28,12.5
2000-05-01,-14.3519
2000-05-02,-2.1622
2000-05-03,0.5525
2000-05-04,0.0
2000-05-05,-0.5495
2000-05-08,9.3923
2000-05-09,-15.1515
2000-05-12,-4.7619
2000-05-16,-10.0
2000-05-17,0.0
2000-05-18,11.1111
2000-05-22,10.0
2000-05-23,-13.6364
2000-05-25,10.526299999999999
2000-06-02,-4.7619
2000-06-05,0.0
2000-06-06,1.875
2000-06-07,-4.2945
2000-06-08,3.2051
2000-06-09,-8.0745
2000-06-12,16.2162
2000-06-13,-4.6512
2000-06-15,-2.439
2000-06-16,7.5
2000-06-19,1.1628
2000-06-22,-12.6437
2000-06-23,4.6053
2000-06-27,-6.9182
2000-06-30,8.1081
2000-07-06,0.0
2000-07-07,0.0
2000-07-10,-11.25
