ticker,OTRK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-09-30,0.0
2002-10-07,0.0
2002-10-08,0.0
2002-10-09,-8.1818
2002-10-11,0.0
2002-10-16,0.0
2002-10-22,0.0
2003-04-16,8.9109
2003-04-23,0.0
2003-04-24,0.0
2003-05-28,-4.5455
2003-09-30,1257.1429
2003-10-01,-1.4104999999999999
2003-10-02,0.1429
2003-10-03,-0.1427
2003-10-06,0.5714
2003-10-07,-1.9886
2003-10-08,0.8696
2003-10-09,0.2874
2003-10-10,0.0
2003-10-13,0.0
2003-10-14,0.0
2003-10-15,0.0
2003-10-16,0.1433
2003-10-17,0.8584
2003-10-20,-0.4255
2003-10-21,0.0
2003-10-22,0.0
2003-10-23,0.8547
2003-10-24,-1.1299
2003-10-27,1.0
2003-10-28,0.1414
2003-10-29,0.2825
2003-10-30,-0.1408
2003-10-31,-0.4231
2003-11-03,0.7082
2003-11-04,-0.8439
2003-11-06,0.7092
2003-11-07,-0.5634
2003-11-10,0.0
2003-11-11,0.0
2003-11-13,-2.2663
2003-11-14,2.1739
2003-11-17,-1.4184
2003-11-18,0.7194
2003-11-19,0.7143
2003-11-20,0.0
2003-11-21,0.0
2003-11-24,-1.4184
2003-11-25,0.7194
2003-11-26,0.0
2003-11-28,-0.7143
2003-12-02,0.0
2003-12-03,-3.5971
2003-12-04,2.9851
2003-12-08,0.0
2003-12-10,0.7246
2003-12-11,6.1871
2003-12-12,1.626
2003-12-15,-1.3333
2003-12-16,-0.6757
2003-12-17,0.1361
2003-12-18,0.5435
2003-12-19,-1.6216
2003-12-22,0.9615
2003-12-23,-0.6803
2003-12-26,0.6849
2003-12-29,-1.3605
2003-12-31,-1.2414
2004-01-02,-0.2793
2004-01-05,-0.5602
2004-01-06,-5.6338
2004-01-07,-3.7313
2004-01-08,1.5504
2004-01-09,1.5267
2004-01-12,5.2632
2004-01-13,1.7143000000000002
2004-01-14,0.0
2004-01-15,6.7416
2004-01-16,0.6579
2004-01-20,0.6536
2004-01-21,2.2078
2004-01-22,-0.8895
2004-01-23,0.5128
2004-01-26,0.7653
2004-01-27,-0.7595
2004-01-28,-0.5102
2004-01-29,-3.7179
2004-01-30,11.8509
2004-02-02,-1.3094999999999999
2004-02-03,-4.7045
2004-02-04,0.6329
2004-02-05,-3.7736
2004-02-06,-0.5229
2004-02-09,-1.3141
2004-02-10,-7.4567
2004-02-11,0.7194
2004-02-12,5.2857
2004-02-13,-1.6282
2004-02-17,0.0
2004-02-18,0.1379
