ticker,DVLP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,0.0
2000-01-12,25.0
2000-01-13,-20.0
2000-01-18,25.0
2000-01-19,20.0
2000-01-20,-16.6667
2000-01-24,0.0
2000-01-26,20.0
2000-01-27,-13.3333
2000-02-01,-23.0769
2000-02-03,-10.0
2000-02-04,25.0
2000-02-07,-20.0
2000-02-08,52.7778
2000-02-09,-27.2727
2000-02-10,-20.0
2000-02-11,40.625
2000-02-14,0.0
2000-02-15,-28.8889
2000-02-16,-6.25
2000-02-17,33.3333
2000-02-18,12.5
2000-02-22,11.1111
2000-02-23,0.0
2000-02-24,12.0
2000-02-25,-28.5714
2000-02-28,12.5
2000-02-29,11.1111
2000-03-01,12.0
2000-03-02,0.0
2000-03-03,-28.5714
2000-03-08,25.0
2000-03-09,60.0
2000-03-10,12.5
2000-03-13,11.1111
2000-03-15,-25.0
2000-03-16,6.6667
2000-03-17,50.0
2000-03-20,-33.3333
2000-03-21,-25.0
2000-03-22,66.6667
2000-03-23,0.0
2000-03-24,-30.0
2000-03-27,14.2857
2000-03-28,12.5
2000-03-29,-11.1111
2000-03-30,-12.5
2000-04-05,0.0
2000-04-06,0.0
2000-04-07,-25.7143
2000-04-10,15.3846
2000-04-11,0.0
2000-04-12,0.0
2000-04-14,-13.3333
2000-04-17,15.3846
2000-04-18,-13.3333
2000-04-19,-15.3846
2000-04-20,36.3636
2000-04-24,-26.6667
2000-04-26,36.3636
2000-05-04,-50.0
2000-05-10,66.6667
2000-05-11,-40.0
2000-05-22,0.0
2000-05-24,-33.3333
2000-06-05,50.0
2000-06-06,-33.3333
2000-06-29,0.0
2000-06-30,75.0
2000-07-05,-42.8571
2000-07-06,0.0
2000-07-11,75.0
2000-07-17,-42.8571
2000-07-26,0.0
2000-08-07,0.0
2000-08-14,0.0
2000-08-16,0.0
2000-08-22,25.0
2000-09-27,-50.0
2000-10-02,0.0
2000-10-19,95.0
2000-10-23,-48.7179
2000-10-25,40.0
2000-10-27,42.8571
2000-11-13,-58.0
2000-11-22,-4.7619
2000-12-04,-37.5
2000-12-08,0.0
2000-12-13,0.0
2000-12-18,0.0
2000-12-21,-20.0
2000-12-26,0.0
2000-12-27,0.0
2000-12-28,0.0
2000-12-29,0.0
2001-01-23,0.0
2001-02-02,0.0
2001-03-20,-50.0
2001-03-21,-24.0
2001-04-06,-31.5789
2001-04-09,-3.8462
2001-04-17,-20.0
2001-07-11,-30.0
2001-09-10,0.0
2001-09-20,-28.5714
