ticker,AMWK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,0.0
2000-01-12,25.0
2000-01-13,-20.0
2000-01-18,0.0
2000-01-19,37.5
2000-01-20,-9.0909
2000-01-21,92.0
2000-01-24,-37.5
2000-01-25,33.3333
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,0.0
2000-02-01,20.0
2000-02-02,0.0
2000-02-03,100.0
2000-02-04,-50.0
2000-02-07,0.0
2000-02-08,100.0
2000-02-09,-50.0
2000-02-10,33.3333
2000-02-11,-25.0
2000-02-14,0.0
2000-02-15,16.6667
2000-02-16,0.0
2000-02-28,-10.7143
2000-02-29,-13.6
2000-03-02,-3.7037
2000-03-06,3.8462
2000-03-08,7.4074
2000-03-13,37.931
2000-03-14,-32.5
2000-03-15,0.0
2000-03-16,29.6296
2000-03-22,-28.5714
2000-03-28,0.0
2000-03-29,0.0
2000-03-30,0.0
2000-04-03,0.0
2000-04-04,0.0
2000-04-11,-16.0
2000-04-14,14.2857
2000-04-17,0.0
2000-04-20,-20.8333
2000-04-26,5.2632
2000-04-27,0.0
2000-04-28,-5.0
2000-05-01,0.0
2000-05-02,0.0
2000-05-05,0.0
2000-05-08,0.0
2000-05-11,5.2632
2000-05-12,0.0
2000-05-16,0.0
2000-05-17,-5.0
2000-05-24,0.0
2000-05-25,0.0
2000-05-30,-5.2632
2000-06-02,33.3333
2000-06-05,-4.1667
2000-06-07,0.0
2000-06-08,8.6957
2000-06-14,0.0
2000-06-16,4.0
2000-06-21,-3.8462
2000-06-22,8.0
2000-06-27,-25.9259
2000-06-28,35.0
2000-06-29,-25.9259
2000-07-25,0.0
2000-07-27,-12.5
2000-08-01,14.2857
2000-08-08,-10.0
2000-08-11,-22.2222
2000-08-14,114.2857
2000-08-15,-23.3333
2000-08-18,8.6957
2000-08-21,-28.0
2000-08-23,0.0
2000-08-24,38.8889
2000-08-28,-12.0
2000-08-30,0.0
2000-09-06,-17.7273
2000-09-07,10.4972
2000-09-20,-7.5
2000-09-22,24.3243
2000-09-29,-21.7391
2000-10-03,-16.6667
2000-10-04,-16.6667
2000-10-05,-20.0
2000-10-06,20.0
2000-10-10,0.0
2000-10-13,0.0
2000-10-17,0.0
2000-10-18,-16.6667
2000-10-19,-30.0
2000-10-20,28.5714
2000-10-23,-22.2222
2000-10-24,0.0
2000-10-31,0.0
2000-11-06,85.7143
2000-11-10,-15.3846
2000-11-14,0.0
2000-11-16,0.0
2000-11-17,27.2727
