ticker,CCBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-12-27,6.0
2001-01-04,0.0
2001-01-08,0.0
2001-01-17,-7.5472
2001-01-18,0.0
2001-01-24,0.0
2001-01-30,8.1633
2001-01-31,0.0
2001-02-06,-1.8868
2001-02-07,-5.7692
2001-02-20,0.0
2001-02-22,4.0816
2001-03-08,0.0
2001-03-15,-5.8824
2001-03-23,2.0833
2001-03-27,0.0
2001-03-30,0.0
2001-04-04,8.1633
2001-04-09,-9.434
2001-04-11,10.4167
2001-04-12,-3.7736
2001-04-30,5.8824
2001-05-09,-9.2593
2001-05-15,6.1224
2001-05-23,0.0
2001-05-24,1.9231
2001-06-08,-3.7736
2001-06-11,-3.9215999999999998
2001-06-12,6.1224
2001-06-15,1.9231
2001-06-18,-7.5472
2001-07-12,0.0
2001-07-17,6.1224
2001-07-31,-3.8462
2001-08-15,-2.0
2001-08-17,2.0408
2001-08-22,2.0
2001-09-04,-3.9215999999999998
2001-09-07,0.0
2001-09-19,2.0408
2001-09-21,0.0
2001-10-04,-4.0
2001-10-09,-12.5
2001-10-10,9.5238
2001-10-23,0.0
2001-10-24,-4.3478
2001-10-25,0.0
2001-10-31,-4.5455
2001-11-13,14.2857
2001-11-14,-12.5
2001-11-15,0.0
2001-11-20,9.5238
2001-12-06,-8.6957
2002-01-16,-6.1905
2002-01-22,9.1371
2002-01-28,-4.6512
2002-01-29,2.439
2002-02-05,-4.7619
2002-02-13,0.0
2002-02-14,0.0
2002-03-05,-4.0
2002-03-06,2.0833
2002-03-08,2.0408
2002-03-20,2.5
2002-03-25,3.4146
2002-03-27,3.7736
2002-03-28,0.0
2002-04-01,0.0
2002-04-08,0.0
2002-04-09,0.0
2002-04-10,9.0909
2002-04-17,-8.3333
2002-04-22,-8.6364
2002-04-24,5.4726
2002-04-30,-4.2453
2002-05-07,15.7635
2002-05-13,2.1277
2002-05-14,0.0
2002-05-21,0.0
2002-05-22,0.0
2002-06-04,0.0
2002-06-07,0.0
2002-06-10,0.0
2002-06-11,-7.5
2002-06-12,0.0
2002-06-17,0.0
2002-06-25,8.1081
2002-07-12,-7.5
2002-07-17,10.3604
2002-07-22,-6.1224
2002-07-23,0.0
2002-07-25,-3.4783
2002-07-26,5.8559
2002-07-29,-5.5319
2002-08-02,0.0
2002-08-07,-0.9009
2002-08-16,-0.4545
2002-08-21,3.9269
2002-08-22,-3.7786
2002-09-03,0.0
2002-09-04,0.4566
2002-09-10,4.5455
2002-09-13,-4.7826
