ticker,NUVM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-07-27,-8.0
2005-07-28,-2.1739
2005-08-01,-1.1111
2005-08-02,-4.4944
2005-08-03,-9.4118
2005-08-05,-9.0909
2005-08-08,0.0
2005-08-09,0.0
2005-08-10,-7.1429
2005-08-11,0.0
2005-08-12,3.0769
2005-08-15,8.9552
2005-08-16,-4.1096
2005-08-18,-7.1429
2005-08-22,-7.6923
2005-08-23,0.0
2005-08-24,-11.6667
2005-08-25,-7.5472
2005-08-26,20.4082
2005-08-29,-5.0847
2005-08-31,-1.7856999999999998
2005-09-01,-1.8182
2005-09-02,-7.4074
2005-09-07,-2.0
2005-09-09,12.2449
2005-09-13,9.0909
2005-09-14,-1.6667
2005-09-16,-6.7797
2005-09-20,18.1818
2005-09-21,0.0
2005-09-22,0.0
2005-09-26,7.6923
2005-09-27,-4.2857
2005-09-28,4.4776
2005-09-29,0.0
2005-09-30,-2.8571
2005-10-03,0.0
2005-10-05,-2.9412000000000003
2005-10-12,-4.5455
2005-10-13,-7.9365
2005-10-17,-5.1724
2005-10-19,-5.4545
2005-10-20,-17.3077
2005-10-27,23.2558
2005-10-28,0.0
2005-10-31,-15.0943
2005-11-02,-8.8889
2005-11-03,0.0
2005-11-04,-14.6341
2005-11-07,17.1429
2005-11-08,9.7561
2005-11-09,-8.8889
2005-11-10,7.3171
2005-11-16,-9.0909
2005-11-18,0.0
2005-11-21,0.0
2005-11-22,0.0
2005-11-28,0.0
2005-12-05,0.0
2005-12-07,5.0
2005-12-09,-16.6667
2005-12-12,2.8571
2005-12-13,11.1111
2005-12-14,0.0
2005-12-15,0.0
2005-12-16,0.0
2005-12-19,0.0
2005-12-20,0.0
2005-12-21,5.0
2005-12-22,-4.7619
2005-12-23,7.5
2005-12-27,-18.6047
2005-12-29,-5.7143
2005-12-30,51.5152
2006-01-03,30.0
2006-01-04,4.6154
2006-01-05,-4.4118
2006-01-06,0.0
2006-01-09,-7.6923
2006-01-10,-6.6667
2006-01-12,16.0714
2006-01-17,-6.1538
2006-01-18,4.918
2006-01-19,-7.8125
2006-01-20,1.6949
2006-01-25,0.0
2006-01-26,-6.6667
2006-01-27,0.0
2006-01-30,7.1429
2006-01-31,-15.0
2006-02-01,15.6863
2006-02-06,0.0
2006-02-07,0.0
2006-02-08,1.6949
2006-02-13,-13.3333
2006-02-14,13.461500000000001
2006-02-16,-6.7797
2006-02-21,0.0
2006-02-24,9.0909
2006-03-07,-15.0
2006-03-09,13.7255
