ticker,NILA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-11-09,62.5
2007-11-13,7.6923
2007-11-21,1.7856999999999998
2007-11-23,10.526299999999999
2007-11-26,11.1111
2007-11-28,44.2857
2007-11-30,-9.901
2007-12-17,4.3956
2007-12-18,0.0
2008-01-02,0.0
2008-01-03,7.3684
2008-01-04,0.0
2008-01-07,0.0
2008-01-08,0.0
2008-01-09,3.9215999999999998
2008-01-10,-0.9434
2008-01-14,0.9524
2008-01-15,36.7925
2008-01-16,5.5172
2008-01-18,17.647100000000002
2008-01-22,0.0
2008-01-24,0.0
2008-01-28,2.7778
2008-01-30,0.0
2008-02-05,-2.7027
2008-02-13,0.0
2008-02-14,0.0
2008-02-15,0.0
2008-02-19,0.0
2008-02-20,0.5556
2008-02-21,-0.5525
2008-02-22,0.5556
2008-02-25,0.0
2008-02-26,0.5525
2008-02-27,0.0
2008-02-28,0.0
2008-03-03,11.538499999999999
2008-03-04,4.0394
2008-03-05,2.2727
2008-03-06,0.9259
2008-03-07,0.0
2008-03-10,-8.2569
2008-03-11,5.0
2008-03-12,2.8571
2008-03-13,1.3889
2008-03-14,-2.7397
2008-03-17,4.2254
2008-03-18,0.0
2008-03-19,-0.9009
2008-03-20,-2.7273
2008-03-24,0.9346
2008-03-25,-2.7778
2008-03-26,0.9524
2008-03-27,-0.9434
2008-03-28,-2.3810000000000002
2008-03-31,-2.439
2008-04-01,7.5
2008-04-02,-3.7209
2008-04-03,3.3816
2008-04-04,-1.4019
2008-04-07,0.0
2008-04-08,-5.2133
2008-04-09,-17.5
2008-04-10,-6.0606
2008-04-11,1.9355
2008-04-14,-5.0633
2008-04-15,0.0
2008-04-16,-0.0583
2008-04-17,-0.6671
2008-04-18,7.4456
2008-04-21,-11.25
2008-04-22,4.9296
2008-04-23,7.3826
2008-04-24,-1.25
2008-04-25,13.9241
2008-04-28,-9.4444
2008-04-29,-5.5215
2008-04-30,-2.5974
2008-05-01,3.3333
2008-05-02,-4.5161
2008-05-05,4.7297
2008-05-06,-3.2258
2008-05-07,-1.3333
2008-05-08,-2.027
2008-05-09,-2.069
2008-05-12,0.7042
2008-05-13,5.5944
2008-05-14,0.0
2008-05-15,-0.6623
2008-05-16,-30.0
2008-05-19,20.0
2008-05-20,-8.7302
2008-05-21,13.0435
2008-05-22,-7.6923
2008-05-23,-5.8333
2008-05-27,-7.0796
2008-05-28,-38.0952
2008-05-29,-44.6154
2008-05-30,19.4444
2008-06-02,-30.2326
2008-06-03,43.3333
