ticker,EFOI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-2.1739
2000-01-05,2.2222
2000-01-06,-2.1739
2000-01-07,1.1111
2000-01-10,1.0989
2000-01-11,0.0
2000-01-12,0.0
2000-01-13,-1.6303999999999998
2000-01-14,1.6575
2000-01-18,1.087
2000-01-19,0.0
2000-01-20,-1.0753
2000-01-21,-2.1739
2000-01-24,2.2222
2000-01-25,1.087
2000-01-26,-4.3011
2000-01-27,2.2472
2000-01-28,-18.6813
2000-01-31,13.5135
2000-02-01,0.0
2000-02-02,-1.1905000000000001
2000-02-03,-2.4096
2000-02-04,2.4691
2000-02-07,12.0482
2000-02-08,-1.0753
2000-02-09,1.087
2000-02-10,-3.2258
2000-02-11,2.2222
2000-02-14,0.0
2000-02-15,28.2609
2000-02-16,-2.5423999999999998
2000-02-17,-5.2174
2000-02-18,-5.5046
2000-02-22,0.0
2000-02-23,-0.9709
2000-02-24,0.9804
2000-02-25,1.9417
2000-02-28,6.6667
2000-02-29,7.1429
2000-03-01,20.0
2000-03-02,-5.5556
2000-03-03,7.3529
2000-03-06,2.7397
2000-03-07,-4.0
2000-03-08,-4.1667
2000-03-09,4.3478
2000-03-10,0.0
2000-03-13,4.1667
2000-03-14,-12.0
2000-03-15,3.0303
2000-03-16,-4.4118
2000-03-17,9.2308
2000-03-20,-7.0423
2000-03-21,-6.0606
2000-03-22,4.8387
2000-03-23,-4.6154
2000-03-24,0.0
2000-03-27,-1.2097
2000-03-28,7.7551
2000-03-29,-7.5758
2000-03-30,1.6393
2000-03-31,-3.2258
2000-04-03,-10.0
2000-04-04,10.1852
2000-04-05,13.4454
2000-04-06,8.1481
2000-04-07,6.8493
2000-04-10,20.5128
2000-04-11,4.2553
2000-04-12,-20.4082
2000-04-13,-2.5641
2000-04-14,-21.7105
2000-04-17,19.3277
2000-04-18,9.8592
2000-04-19,-12.8205
2000-04-20,-2.9412000000000003
2000-04-24,-1.5152
2000-04-25,-0.7692
2000-04-26,-0.7752
2000-04-27,0.0
2000-04-28,6.25
2000-05-01,-4.4118
2000-05-02,3.0769
2000-05-03,-4.4776
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,-3.125
2000-05-09,0.0
2000-05-10,-4.8387
2000-05-11,1.6949
2000-05-12,0.0
2000-05-15,0.0
2000-05-16,-0.8333
2000-05-17,6.7227
2000-05-18,-5.5118
2000-05-19,0.0
2000-05-22,-1.6667
2000-05-23,-0.8475
2000-05-24,-2.5641
