ticker,ZGCO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.8403
2000-01-05,-0.8475
2000-01-06,0.0
2000-01-10,1.7094
2000-01-11,-0.8403
2000-01-12,-0.8475
2000-01-13,-0.8547
2000-01-14,0.0
2000-01-18,2.5862
2000-01-19,-2.521
2000-01-25,0.8621
2000-01-26,1.7094
2000-01-27,0.0
2000-01-31,0.0
2000-02-02,2.5770999999999997
2000-02-04,0.0
2000-02-10,0.0
2000-02-11,2.4793
2000-02-14,1.6129
2000-02-15,2.3810000000000002
2000-02-16,1.5504
2000-02-18,0.0
2000-02-22,1.5267
2000-02-23,1.5038
2000-02-25,1.4815
2000-02-28,2.1898
2000-02-29,0.0
2000-03-01,2.8571
2000-03-02,0.0
2000-03-03,5.5556
2000-03-06,0.6579
2000-03-07,0.0
2000-03-08,1.3072
2000-03-09,2.5806
2000-03-10,3.7736
2000-03-13,1.8182
2000-03-14,-4.7619
2000-03-16,-1.25
2000-03-17,-0.6329
2000-03-20,-0.6369
2000-03-22,0.0
2000-03-23,-0.641
2000-03-28,0.0
2000-03-29,0.0
2000-03-30,-1.2903
2000-04-04,-1.3072
2000-04-05,-1.3245
2000-04-06,-1.3423
2000-04-07,0.0
2000-04-11,1.3605
2000-04-13,-1.3423
2000-04-14,0.0
2000-04-24,0.0
2000-05-01,0.7125
2000-05-04,5.4422
2000-05-05,0.0
2000-05-10,-1.2903
2000-05-17,0.6536
2000-05-18,-1.2987
2000-05-22,-0.6579
2000-05-24,-1.9868000000000001
2000-05-25,-1.3514
2000-06-02,-4.1096
2000-06-05,1.4285999999999999
2000-06-15,-1.4085
2000-06-19,-2.1429
2000-06-23,-0.7299
2000-06-26,0.0
2000-06-27,-2.2059
2000-06-28,-0.7519
2000-06-29,-2.2727
2000-06-30,-3.1008
2000-07-03,0.0
2000-07-10,-0.8
2000-07-11,-1.6129
2000-07-14,-0.8197
2000-07-19,5.7851
2000-07-20,2.3437
2000-07-24,-0.7634
2000-07-27,-2.2953
2000-07-28,-1.5873
2000-07-31,0.0
2000-08-01,-2.4194
2000-08-03,-0.8264
2000-08-07,0.0
2000-08-09,0.0
2000-08-14,1.6667
2000-08-15,0.8197
2000-08-17,0.813
2000-08-18,1.6129
2000-08-24,0.7937
2000-08-25,2.3622
2000-08-28,0.0
2000-08-30,-0.7692
2000-09-01,1.5504
2000-09-05,-1.5267
2000-09-06,0.7752
2000-09-12,2.3077
2000-09-14,3.0075
2000-09-15,5.1095
2000-09-19,0.0
