ticker,CBCZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-10-02,0.0
2000-11-08,0.0
2000-11-27,-13.253
2000-11-30,15.2778
2000-12-01,0.0
2001-01-05,1.2048
2001-02-13,0.0
2001-02-26,0.0
2001-03-06,0.0
2001-03-13,0.0
2001-04-09,-19.0476
2001-04-11,22.0588
2001-04-12,-3.6145
2001-04-24,3.75
2001-06-01,1.2048
2001-06-25,-1.1905000000000001
2001-07-31,0.0
2001-08-09,0.0
2001-08-10,0.0
2001-08-17,0.0
2001-08-20,0.0
2001-08-22,0.0
2001-08-24,1.2048
2001-08-29,0.0
2001-09-20,0.0
2001-09-21,0.0
2001-09-24,0.0
2001-09-28,0.0
2001-10-18,0.0
2001-12-12,0.0
2002-01-03,0.0
2002-01-17,0.0
2002-02-08,0.0
2002-03-08,0.0
2002-03-18,0.0
2002-03-25,0.0
2002-03-27,0.0
2002-04-03,0.0
2002-04-16,0.0
2002-05-09,0.0
2002-05-14,0.0
2002-05-21,0.0
2002-06-11,5.9524
2002-07-24,0.0
2002-07-25,0.0
2002-08-05,0.0
2002-08-06,0.0
2002-09-10,0.0
2002-09-24,-10.1124
2002-09-25,6.25
2002-10-08,4.7059
2002-10-23,0.0
2002-12-09,0.0
2002-12-10,0.0
2002-12-16,0.0
2002-12-18,0.0
2002-12-23,0.0
2003-01-03,0.0
2003-01-13,0.0
2003-01-15,0.0
2003-02-06,3.3708
2003-03-28,5.4348
2003-04-10,0.0
2003-05-05,1.0309
2003-05-06,0.0
2003-05-07,-4.0816
2003-05-12,0.0
2003-05-13,0.0
2003-05-14,3.1915
2003-05-19,-3.0928
2003-05-20,0.0
2003-05-30,3.1915
2003-06-06,-3.0928
2003-06-13,0.0
2003-06-26,3.1915
2003-07-07,0.0
2003-08-07,0.2062
2003-08-08,0.823
2003-08-14,-1.0204
2003-08-22,1.0309
2003-08-25,-1.0204
2003-08-26,0.0
2003-08-29,0.0
2003-09-22,0.0
2003-09-23,1.0309
2003-10-16,-1.0204
2003-11-13,5.9794
2003-11-14,0.0
2003-11-19,-3.6965
2003-11-21,4.0404
2003-12-04,-3.8834999999999997
2003-12-11,2.0202
2004-01-02,0.0
2004-01-14,0.0
2004-01-28,0.0
2004-02-02,0.0
2004-02-12,0.0
2004-02-13,-0.5941
2004-02-26,6.9721
2004-03-11,0.5587
2004-04-14,10.1852
2004-04-30,0.0
2004-05-20,0.0
2004-07-13,0.0
2004-08-09,0.0
2004-10-15,0.0
2004-10-19,0.0
