ticker,UBOH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,-3.5461
2000-01-06,-5.8824
2000-01-10,6.25
2000-01-19,-4.4118
2000-01-24,-1.5385
2000-01-28,0.0
2000-02-02,0.0
2000-02-03,0.0
2000-02-07,0.0
2000-02-08,-3.125
2000-02-09,6.4516
2000-02-10,-6.0606
2000-02-11,3.2258
2000-02-15,-3.125
2000-02-17,-8.0645
2000-02-23,-5.2632
2000-02-24,6.4815
2000-02-25,0.8696
2000-03-01,-8.6207
2000-03-03,-1.8868
2000-03-06,11.538499999999999
2000-03-07,-8.6207
2000-03-08,-4.2453
2000-03-10,7.3892
2000-03-14,-11.9266
2000-03-15,6.25
2000-03-22,-9.8039
2000-03-23,4.3478
2000-03-24,-6.25
2000-03-31,2.2222
2000-04-03,2.1739
2000-04-07,-5.3191
2000-04-11,3.3708
2000-04-17,-3.2609
2000-04-24,12.3596
2000-05-01,-2.0
2000-05-02,-8.1633
2000-05-23,11.1111
2000-05-25,-10.0
2000-05-26,-2.2222
2000-05-31,9.0909
2000-06-02,0.0
2000-06-07,-7.2917
2000-06-08,-4.4944
2000-06-09,0.0
2000-06-15,0.0
2000-06-16,8.2353
2000-06-19,0.0
2000-06-21,-9.7826
2000-06-27,1.2048
2000-06-29,5.9524
2000-07-03,0.0
2000-07-05,2.2472
2000-07-21,-7.6923
2000-07-24,0.0
2000-07-25,0.0
2000-07-31,0.0
2000-08-02,7.1429
2000-08-03,-11.1111
2000-08-09,-18.75
2000-08-11,27.6923
2000-08-16,-13.253
2000-08-18,-11.1111
2000-08-21,0.0
2000-08-22,3.125
2000-08-23,6.0606
2000-08-25,0.0
2000-08-28,0.0
2000-08-29,5.1786
2000-08-31,8.6587
2000-09-05,2.5
2000-09-06,-4.878
2000-09-07,-7.6923
2000-09-11,11.1111
2000-09-12,0.0
2000-09-15,0.0
2000-09-18,-7.5
2000-09-21,5.4054
2000-09-25,2.5641
2000-09-27,3.75
2000-09-28,-4.8193
2000-10-10,6.3291
2000-10-12,-7.1429
2000-10-18,14.7436
2000-10-20,-15.0838
2000-10-23,7.8947
2000-10-31,-2.439
2000-11-07,-2.5
2000-11-08,12.8205
2000-11-14,0.0
2000-11-15,-11.3636
2000-11-22,1.2821
2000-12-05,3.7975
2000-12-06,-1.2195
2000-12-12,1.2346
2000-12-28,-2.439
2000-12-29,0.0
2001-01-04,-2.5
2001-01-09,-2.5641
2001-01-11,15.7895
2001-01-12,-13.6364
2001-01-16,5.2632
